x	y	RR	N_pairs	N_x	N_y	N_total	date	RR_xx	N_diag.x	RR_yy	N_diag.y	nRR	nRR_fixed
25-64	65-80	0.9792701340901279	136423	1161371	207107	1726556	2022-07-17	1.0083457775708229	787718	1.1305271717179315	28086	0.9156879883078305	0.971165006957494
25-64	80+	0.9161853806148557	33643	1161371	54591	1726556	2022-07-17	1.0083457775708229	787718	2.7356753187059812	4722	0.4894125097350252	0.9086023871910406
5-11	0-4	1.1925772845866047	1224	51236	34586	1726556	2022-07-17	1.3890700549753372	2112	1.3105869631250884	908	0.8835028128319385	1.1827066777228032
5-11	12-17	1.115500766497862	1699	51236	51325	1726556	2022-07-17	1.3890700549753372	2112	1.3868785027269326	2116	0.803689797062517	1.1062680990098288
5-11	18-24	0.9853767735217737	4864	51236	166340	1726556	2022-07-17	1.3890700549753372	2112	1.0835202989804227	17364	0.7970400531129825	0.9772211035539979
5-11	25-64	0.993297711473777	34233	51236	1161371	1726556	2022-07-17	1.3890700549753372	2112	1.0083457775708229	787718	0.8286403201223974	0.985076482262565
5-11	5-11	1.3890700549753372	2112	51236	51236	1726556	2022-07-17	1.3890700549753372	2112	1.3890700549753372	2112	1	1.3775731359947838
5-11	65-80	0.9357375162438715	5751	51236	207107	1726556	2022-07-17	1.3890700549753372	2112	1.1305271717179315	28086	0.7427675394546595	0.9279926956188879
5-11	80+	0.8351840640095993	1353	51236	54591	1726556	2022-07-17	1.3890700549753372	2112	2.7356753187059812	4722	0.40496272537870664	0.8282714943495053
65-80	0-4	0.9482435771109667	3934	207107	34586	1726556	2022-07-17	1.1305271717179315	28086	1.3105869631250884	908	0.7768940940337844	0.9403952475462865
65-80	12-17	0.9558800560795935	5885	207107	51325	1726556	2022-07-17	1.1305271717179315	28086	1.3868785027269326	2116	0.7594167803648756	0.9479685216537297
65-80	18-24	0.9596494370604766	19148	207107	166340	1726556	2022-07-17	1.1305271717179315	28086	1.0835202989804227	17364	0.8668734069715175	0.9517067045912968
65-80	25-64	0.9792701340901279	136423	207107	1161371	1726556	2022-07-17	1.1305271717179315	28086	1.0083457775708229	787718	0.9156879883078305	0.971165006957494
65-80	5-11	0.9357375162438715	5751	207107	51236	1726556	2022-07-17	1.1305271717179315	28086	1.3890700549753372	2112	0.7427675394546595	0.9279926956188879
65-80	65-80	1.1305271717179315	28086	207107	207107	1726556	2022-07-17	1.1305271717179315	28086	1.1305271717179315	28086	1	1.1211701351509125
65-80	80+	1.2033474969000704	7880	207107	54591	1726556	2022-07-17	1.1305271717179315	28086	2.7356753187059812	4722	0.6224958469612535	1.1933877481978659
80+	0-4	0.8714694817078843	953	54591	34586	1726556	2022-07-17	2.7356753187059812	4722	1.3105869631250884	908	0.43075283854981106	0.8642565884565081
80+	12-17	0.8201791350625864	1331	54591	51325	1726556	2022-07-17	2.7356753187059812	4722	1.3868785027269326	2116	0.3978985699585163	0.8133907567287648
80+	18-24	0.8953474737836823	4709	54591	166340	1726556	2022-07-17	2.7356753187059812	4722	1.0835202989804227	17364	0.46886704081738906	0.8879369495061886
80+	25-64	0.9161853806148557	33643	54591	1161371	1726556	2022-07-17	2.7356753187059812	4722	1.0083457775708229	787718	0.4894125097350252	0.9086023871910406
80+	5-11	0.8351840640095993	1353	54591	51236	1726556	2022-07-17	2.7356753187059812	4722	1.3890700549753372	2112	0.40496272537870664	0.8282714943495053
80+	65-80	1.2033474969000704	7880	54591	207107	1726556	2022-07-17	2.7356753187059812	4722	1.1305271717179315	28086	0.6224958469612535	1.1933877481978659
80+	80+	2.7356753187059812	4722	54591	54591	1726556	2022-07-17	2.7356753187059812	4722	2.7356753187059812	4722	1	2.7130329491698957
0-4	0-4	1.4347678040554204	792	26121	26121	1236050	2022-08-14	1.4347678040554204	792	1.4347678040554204	792	1	1.4156779407528763
0-4	12-17	1.0126905263967145	898	26121	41961	1236050	2022-08-14	1.4347678040554204	792	1.5542540097026287	2214	0.6776066482589332	0.9992164829577332
0-4	18-24	0.9773865080479277	2494	26121	120747	1236050	2022-08-14	1.4347678040554204	792	1.250984667301594	14756	0.7278306682924427	0.9643821914054385
0-4	25-64	1.0046848615871071	17114	26121	806061	1236050	2022-08-14	1.4347678040554204	792	1.0134846088598313	532742	0.8207363393472822	0.9913173350677482
0-4	5-11	1.2223128221693556	1086	26121	42043	1236050	2022-08-14	1.4347678040554204	792	1.4475013886361556	2070	0.8481600714247735	1.2060497135170662
0-4	65-80	0.9033607924995349	2924	26121	153166	1236050	2022-08-14	1.4347678040554204	792	1.1505994423430521	21838	0.69882589698462	0.89134140232856085
0-4	80+	0.8372242878422939	813	26121	45951	1236050	2022-08-14	1.4347678040554204	792	3.0007147061338575	5126	0.3775121583363279	0.8260848566651348
12-17	0-4	1.0126905263967145	898	41961	26121	1236050	2022-08-14	1.5542540097026287	2214	1.4347678040554204	792	0.6776066482589332	0.9992164829577332
12-17	12-17	1.5542540097026287	2214	41961	41961	1236050	2022-08-14	1.5542540097026287	2214	1.5542540097026287	2214	1	1.5335743593098687
12-17	18-24	1.0114470634080721	4146	41961	120747	1236050	2022-08-14	1.5542540097026287	2214	1.250984667301594	14756	0.7211130173695018	0.9979895644848013
12-17	25-64	0.9841805551623002	26931	41961	806061	1236050	2022-08-14	1.5542540097026287	2214	1.0134846088598313	532742	0.7665737844557483	0.9710858424081071
12-17	5-11	1.191092344074862	1700	41961	42043	1236050	2022-08-14	1.5542540097026287	2214	1.4475013886361556	2070	0.7935972029793167	1.175244629925697
12-17	65-80	0.9392982084215901	4884	41961	153166	1236050	2022-08-14	1.5542540097026287	2214	1.1505994423430521	21838	0.6945279846575043	0.9268006639768306
12-17	80+	0.761573253522817	1188	41961	45951	1236050	2022-08-14	1.5542540097026287	2214	3.0007147061338575	5126	0.33439230916121004	0.751440373997969
18-24	0-4	0.9773865080479277	2494	120747	26121	1236050	2022-08-14	1.250984667301594	14756	1.4347678040554204	792	0.7278306682924427	0.9643821914054385
18-24	12-17	1.0114470634080721	4146	120747	41961	1236050	2022-08-14	1.250984667301594	14756	1.5542540097026287	2214	0.7211130173695018	0.9979895644848013
18-24	18-24	1.250984667301594	14756	120747	120747	1236050	2022-08-14	1.250984667301594	14756	1.250984667301594	14756	1	1.2343400742009787
18-24	25-64	0.9838800490990154	77473	120747	806061	1236050	2022-08-14	1.250984667301594	14756	1.0134846088598313	532742	0.8689718685579361	0.970789334636151
18-24	5-11	0.9444647891349705	3879	120747	42043	1236050	2022-08-14	1.250984667301594	14756	1.4475013886361556	2070	0.6999960493082926	0.9318985023339348
18-24	65-80	0.9505796855685181	14223	120747	153166	1236050	2022-08-14	1.250984667301594	14756	1.1505994423430521	21838	0.7916272278376892	0.9379320388870226
18-24	80+	0.8411950496122004	3776	120747	45951	1236050	2022-08-14	1.250984667301594	14756	3.0007147061338575	5126	0.3956982729625586	0.830002786681234
25-64	0-4	1.0046848615871071	17114	806061	26121	1236050	2022-08-14	1.0134846088598313	532742	1.4347678040554204	792	0.8207363393472822	0.9913173350677482
25-64	12-17	0.9841805551623002	26931	806061	41961	1236050	2022-08-14	1.0134846088598313	532742	1.5542540097026287	2214	0.7665737844557483	0.9710858424081071
25-64	18-24	0.9838800490990154	77473	806061	120747	1236050	2022-08-14	1.0134846088598313	532742	1.250984667301594	14756	0.8689718685579361	0.970789334636151
25-64	25-64	1.0134846088598313	532742	806061	806061	1236050	2022-08-14	1.0134846088598313	532742	1.0134846088598313	532742	1	1
25-64	5-11	0.993275945732513	27233	806061	42043	1236050	2022-08-14	1.0134846088598313	532742	1.4475013886361556	2070	0.8072178766910133	0.9800602170465588
25-64	65-80	0.9780483268323477	97691	806061	153166	1236050	2022-08-14	1.0134846088598313	532742	1.1505994423430521	21838	0.903891257170635	0.9650352045628504
25-64	80+	0.8969205079158975	26877	806061	45951	1236050	2022-08-14	1.0134846088598313	532742	3.0007147061338575	5126	0.4468739280412675	0.8849868069776923
5-11	0-4	1.2223128221693556	1086	42043	26121	1236050	2022-08-14	1.4475013886361556	2070	1.4347678040554204	792	0.8481600714247735	1.2060497135170662
5-11	12-17	1.191092344074862	1700	42043	41961	1236050	2022-08-14	1.4475013886361556	2070	1.5542540097026287	2214	0.7935972029793167	1.175244629925697
5-11	18-24	0.9444647891349705	3879	42043	120747	1236050	2022-08-14	1.4475013886361556	2070	1.250984667301594	14756	0.6999960493082926	0.9318985023339348
5-11	25-64	0.993275945732513	27233	42043	806061	1236050	2022-08-14	1.4475013886361556	2070	1.0134846088598313	532742	0.8072178766910133	0.9800602170465588
5-11	5-11	1.4475013886361556	2070	42043	42043	1236050	2022-08-14	1.4475013886361556	2070	1.4475013886361556	2070	1	1.4282421025264436
5-11	65-80	0.9127051305457132	4755	42043	153166	1236050	2022-08-14	1.4475013886361556	2070	1.1505994423430521	21838	0.7025940792311132	0.9005614121486316
5-11	80+	0.8445421034257173	1320	42043	45951	1236050	2022-08-14	1.4475013886361556	2070	3.0007147061338575	5126	0.3797217066044463	0.8333053072960092
65-80	0-4	0.9033607924995349	2924	153166	26121	1236050	2022-08-14	1.1505994423430521	21838	1.4347678040554204	792	0.69882589698462	0.89134140232856085
65-80	12-17	0.9392982084215901	4884	153166	41961	1236050	2022-08-14	1.1505994423430521	21838	1.5542540097026287	2214	0.6945279846575043	0.9268006639768306
65-80	18-24	0.9505796855685181	14223	153166	120747	1236050	2022-08-14	1.1505994423430521	21838	1.250984667301594	14756	0.7916272278376892	0.9379320388870226
65-80	25-64	0.9780483268323477	97691	153166	806061	1236050	2022-08-14	1.1505994423430521	21838	1.0134846088598313	532742	0.903891257170635	0.9650352045628504
65-80	5-11	0.9127051305457132	4755	153166	42043	1236050	2022-08-14	1.1505994423430521	21838	1.4475013886361556	2070	0.7025940792311132	0.9005614121486316
65-80	65-80	1.1505994423430521	21838	153166	153166	1236050	2022-08-14	1.1505994423430521	21838	1.1505994423430521	21838	1	1.1352904940879909
65-80	80+	1.2031857196501297	6851	153166	45951	1236050	2022-08-14	1.1505994423430521	21838	3.0007147061338575	5126	0.5796649815536464	1.1871771007985132
80+	0-4	0.8372242878422939	813	45951	26121	1236050	2022-08-14	3.0007147061338575	5126	1.4347678040554204	792	0.3775121583363279	0.8260848566651348
80+	12-17	0.761573253522817	1188	45951	41961	1236050	2022-08-14	3.0007147061338575	5126	1.5542540097026287	2214	0.33439230916121004	0.751440373997969
80+	18-24	0.8411950496122004	3776	45951	120747	1236050	2022-08-14	3.0007147061338575	5126	1.250984667301594	14756	0.3956982729625586	0.830002786681234
80+	25-64	0.8969205079158975	26877	45951	806061	1236050	2022-08-14	3.0007147061338575	5126	1.0134846088598313	532742	0.4468739280412675	0.8849868069776923
80+	5-11	0.8445421034257173	1320	45951	42043	1236050	2022-08-14	3.0007147061338575	5126	1.4475013886361556	2070	0.3797217066044463	0.8333053072960092
80+	65-80	1.2031857196501297	6851	45951	153166	1236050	2022-08-14	3.0007147061338575	5126	1.1505994423430521	21838	0.5796649815536464	1.1871771007985132
80+	80+	3.0007147061338575	5126	45951	45951	1236050	2022-08-14	3.0007147061338575	5126	3.0007147061338575	5126	1	2.960789616242576
0-4	0-4	1.542874564448396	382	13519	13519	738170	2022-09-11	1.542874564448396	382	1.542874564448396	382	1	1.5102516781156694
0-4	12-17	1.0827622893802054	604	13519	30459	738170	2022-09-11	1.542874564448396	382	1.6724680162212675	2102	0.6734973099847401	1.0598681203364362
0-4	18-24	0.9574040362713805	1229	13519	70092	738170	2022-09-11	1.542874564448396	382	1.4778760344761614	9836	0.6338848606781599	0.9371604702878156
0-4	25-64	0.9988074556509845	8526	13519	466096	738170	2022-09-11	1.542874564448396	382	1.0216009601614415	300660	0.7789565126014952	0.9776884464685164
0-4	5-11	1.2600864711533517	629	13519	27256	738170	2022-09-11	1.542874564448396	382	1.6554159957907928	1666	0.7879749806466079	1.2334429197817343
0-4	65-80	0.9239899802172855	1678	13519	99160	738170	2022-09-11	1.542874564448396	382	1.1843505129452874	15776	0.6776044910090894	0.9044529285399939
0-4	80+	0.8141615757010126	471	13519	31588	738170	2022-09-11	1.542874564448396	382	3.3941852490889213	4588	0.3298163710589846	0.7969467604771556
12-17	0-4	1.0827622893802054	604	30459	13519	738170	2022-09-11	1.6724680162212675	2102	1.542874564448396	382	0.6734973099847401	1.0598681203364362
12-17	12-17	1.6724680162212675	2102	30459	30459	738170	2022-09-11	1.6724680162212675	2102	1.6724680162212675	2102	1	1.637104976836524
12-17	18-24	1.0348538384610493	2993	30459	70092	738170	2022-09-11	1.6724680162212675	2102	1.4778760344761614	9836	0.6569782993904755	1.012972656464138
12-17	25-64	0.9840139662298345	18925	30459	466096	738170	2022-09-11	1.6724680162212675	2102	1.0216009601614415	300660	0.7305039142324092	0.9632077539104239
12-17	5-11	1.2261480059039558	1379	30459	27256	738170	2022-09-11	1.6724680162212675	2102	1.6554159957907928	1666	0.7368934743387398	1.2002220570644238
12-17	65-80	0.8771577210351648	3589	30459	99160	738170	2022-09-11	1.6724680162212675	2102	1.1843505129452874	15776	0.6140801119006084	0.8586109011649219
12-17	80+	0.6651777579322716	867	30459	31588	738170	2022-09-11	1.6724680162212675	2102	3.3941852490889213	4588	0.26257086210597375	0.6511130900142801
18-24	0-4	0.9574040362713805	1229	70092	13519	738170	2022-09-11	1.4778760344761614	9836	1.542874564448396	382	0.6338848606781599	0.9371604702878156
18-24	12-17	1.0348538384610493	2993	70092	30459	738170	2022-09-11	1.4778760344761614	9836	1.6724680162212675	2102	0.6569782993904755	1.012972656464138
18-24	18-24	1.4778760344761614	9836	70092	70092	738170	2022-09-11	1.4778760344761614	9836	1.4778760344761614	9836	1	1.4466274916603599
18-24	25-64	0.9737997970834834	43098	70092	466096	738170	2022-09-11	1.4778760344761614	9836	1.0216009601614415	300660	0.7792028485740664	0.9532095554506878
18-24	5-11	0.8991294065047069	2327	70092	27256	738170	2022-09-11	1.4778760344761614	9836	1.6554159957907928	1666	0.5739199524457359	0.8801180123818788
18-24	65-80	0.8954276688608209	8431	70092	99160	738170	2022-09-11	1.4778760344761614	9836	1.1843505129452874	15776	0.6726908119281619	0.8764945451101752
18-24	80+	0.7261455581224888	2178	70092	31588	738170	2022-09-11	1.4778760344761614	9836	3.3941852490889213	4588	0.29808556003677317	0.7107917733434173
25-64	0-4	0.9988074556509845	8526	466096	13519	738170	2022-09-11	1.0216009601614415	300660	1.542874564448396	382	0.7789565126014952	0.9776884464685164
25-64	12-17	0.9840139662298345	18925	466096	30459	738170	2022-09-11	1.0216009601614415	300660	1.6724680162212675	2102	0.7305039142324092	0.9632077539104239
25-64	18-24	0.9737997970834834	43098	466096	70092	738170	2022-09-11	1.0216009601614415	300660	1.4778760344761614	9836	0.7792028485740664	0.9532095554506878
25-64	25-64	1.0216009601614415	300660	466096	466096	738170	2022-09-11	1.0216009601614415	300660	1.0216009601614415	300660	1	1
25-64	5-11	0.9911673892331421	17058	466096	27256	738170	2022-09-11	1.0216009601614415	300660	1.6554159957907928	1666	0.7405013905715637	0.9702099233310332
25-64	65-80	0.9717033555459281	60840	466096	99160	738170	2022-09-11	1.0216009601614415	300660	1.1843505129452874	15776	0.8809834372081086	0.9511574415438802
25-64	80+	0.8517785558826986	16989	466096	31588	738170	2022-09-11	1.0216009601614415	300660	3.3941852490889213	4588	0.3857879505571893	0.8337683587808039
5-11	0-4	1.2600864711533517	629	27256	13519	738170	2022-09-11	1.6554159957907928	1666	1.542874564448396	382	0.7879749806466079	1.2334429197817343
5-11	12-17	1.2261480059039558	1379	27256	30459	738170	2022-09-11	1.6554159957907928	1666	1.6724680162212675	2102	0.7368934743387398	1.2002220570644238
5-11	18-24	0.8991294065047069	2327	27256	70092	738170	2022-09-11	1.6554159957907928	1666	1.4778760344761614	9836	0.5739199524457359	0.8801180123818788
5-11	25-64	0.9911673892331421	17058	27256	466096	738170	2022-09-11	1.6554159957907928	1666	1.0216009601614415	300660	0.7405013905715637	0.9702099233310332
5-11	5-11	1.6554159957907928	1666	27256	27256	738170	2022-09-11	1.6554159957907928	1666	1.6554159957907928	1666	1	1.6204135081560522
5-11	65-80	0.8942036281311297	3274	27256	99160	738170	2022-09-11	1.6554159957907928	1666	1.1843505129452874	15776	0.6297726417860466	0.875296385772602
5-11	80+	0.791359541027551	923	27256	31588	738170	2022-09-11	1.6554159957907928	1666	3.3941852490889213	4588	0.31343446844638995	0.77462685714635
65-80	0-4	0.9239899802172855	1678	99160	13519	738170	2022-09-11	1.1843505129452874	15776	1.542874564448396	382	0.6776044910090894	0.9044529285399939
65-80	12-17	0.8771577210351648	3589	99160	30459	738170	2022-09-11	1.1843505129452874	15776	1.6724680162212675	2102	0.6140801119006084	0.8586109011649219
65-80	18-24	0.8954276688608209	8431	99160	70092	738170	2022-09-11	1.1843505129452874	15776	1.4778760344761614	9836	0.6726908119281619	0.8764945451101752
65-80	25-64	0.9717033555459281	60840	99160	466096	738170	2022-09-11	1.1843505129452874	15776	1.0216009601614415	300660	0.8809834372081086	0.9511574415438802
65-80	5-11	0.8942036281311297	3274	99160	27256	738170	2022-09-11	1.1843505129452874	15776	1.6554159957907928	1666	0.6297726417860466	0.875296385772602
65-80	65-80	1.1843505129452874	15776	99160	99160	738170	2022-09-11	1.1843505129452874	15776	1.1843505129452874	15776	1	1.1593083396849264
65-80	80+	1.3131334107477868	5572	99160	31588	738170	2022-09-11	1.1843505129452874	15776	3.3941852490889213	4588	0.5736040861082503	1.2853682229706156
80+	0-4	0.8141615757010126	471	31588	13519	738170	2022-09-11	3.3941852490889213	4588	1.542874564448396	382	0.3298163710589846	0.7969467604771556
80+	12-17	0.6651777579322716	867	31588	30459	738170	2022-09-11	3.3941852490889213	4588	1.6724680162212675	2102	0.26257086210597375	0.6511130900142801
80+	18-24	0.7261455581224888	2178	31588	70092	738170	2022-09-11	3.3941852490889213	4588	1.4778760344761614	9836	0.29808556003677317	0.7107917733434173
80+	25-64	0.8517785558826986	16989	31588	466096	738170	2022-09-11	3.3941852490889213	4588	1.0216009601614415	300660	0.3857879505571893	0.8337683587808039
80+	5-11	0.791359541027551	923	31588	27256	738170	2022-09-11	3.3941852490889213	4588	1.6554159957907928	1666	0.31343446844638995	0.77462685714635
80+	65-80	1.3131334107477868	5572	31588	99160	738170	2022-09-11	3.3941852490889213	4588	1.1843505129452874	15776	0.5736040861082503	1.2853682229706156
80+	80+	3.3941852490889213	4588	31588	31588	738170	2022-09-11	3.3941852490889213	4588	3.3941852490889213	4588	1	3.3224178338208934
0-4	0-4	2.017739142284347	180	6580	6580	485338	2022-10-09	2.017739142284347	180	2.017739142284347	180	1	1.9558294627020472
0-4	12-17	1.217253721942696	284	6580	17209	485338	2022-10-09	2.017739142284347	180	1.9731473322100253	1204	0.6100167116865516	1.1799050943046767
0-4	18-24	0.9747802081714737	539	6580	40785	485338	2022-10-09	2.017739142284347	180	1.3923351847791432	4772	0.571706135807828	0.9448713219897142
0-4	25-64	0.9868156789181736	4181	6580	312509	485338	2022-10-09	2.017739142284347	180	1.0316539252337316	207594	0.6472210417408403	0.9565375120291435
0-4	5-11	1.238170325855922	231	6580	13761	485338	2022-10-09	2.017739142284347	180	2.527092985619036	986	0.5448695533786914	1.2001799203889056
0-4	65-80	0.9539794954912235	900	6580	69586	485338	2022-10-09	2.017739142284347	180	1.231634238423902	12288	0.5871775162282455	0.9247088312828257
0-4	80+	0.7847393361979379	265	6580	24908	485338	2022-10-09	2.017739142284347	180	3.778450290452517	4830	0.27077767050391144	0.760661416589044
12-17	0-4	1.217253721942696	284	17209	6580	485338	2022-10-09	1.9731473322100253	1204	2.017739142284347	180	0.6100167116865516	1.1799050943046767
12-17	12-17	1.9731473322100253	1204	17209	17209	485338	2022-10-09	1.9731473322100253	1204	1.9731473322100253	1204	1	1.9126058496438028
12-17	18-24	1.067666193551357	1544	17209	40785	485338	2022-10-09	1.9731473322100253	1204	1.3923351847791432	4772	0.6344803089374023	1.0349073147853012
12-17	25-64	0.9779917828400826	10837	17209	312509	485338	2022-10-09	1.9731473322100253	1204	1.0316539252337316	207594	0.6509527246884071	0.9479843568845131
12-17	5-11	1.3854324767382222	676	17209	13761	485338	2022-10-09	1.9731473322100253	1204	2.527092985619036	986	0.6157148858248361	1.3429236712537478
12-17	65-80	0.8551636741829207	2110	17209	69586	485338	2022-10-09	1.9731473322100253	1204	1.231634238423902	12288	0.5336798501457706	0.828924945920382
12-17	80+	0.6272772990496129	554	17209	24908	485338	2022-10-09	1.9731473322100253	1204	3.778450290452517	4830	0.2181228035069784	0.6080307394822319
18-24	0-4	0.9747802081714737	539	40785	6580	485338	2022-10-09	1.3923351847791432	4772	2.017739142284347	180	0.571706135807828	0.9448713219897142
18-24	12-17	1.067666193551357	1544	40785	17209	485338	2022-10-09	1.3923351847791432	4772	1.9731473322100253	1204	0.6344803089374023	1.0349073147853012
18-24	18-24	1.3923351847791432	4772	40785	40785	485338	2022-10-09	1.3923351847791432	4772	1.3923351847791432	4772	1	1.3496145855924464
18-24	25-64	1.003257631088892	26347	40785	312509	485338	2022-10-09	1.3923351847791432	4772	1.0316539252337316	207594	0.8277740415125572	0.9724749807563559
18-24	5-11	0.9763100892674027	1129	40785	13761	485338	2022-10-09	1.3923351847791432	4772	2.527092985619036	986	0.49819006590862885	0.9463542622068828
18-24	65-80	0.864969476157278	5058	40785	69586	485338	2022-10-09	1.3923351847791432	4772	1.231634238423902	12288	0.6592831978212773	0.8384298794397651
18-24	80+	0.6669455687157992	1396	40785	24908	485338	2022-10-09	1.3923351847791432	4772	3.778450290452517	4830	0.2579668299566881	0.646481879632936
25-64	0-4	0.9868156789181736	4181	312509	6580	485338	2022-10-09	1.0316539252337316	207594	2.017739142284347	180	0.6472210417408403	0.9565375120291435
25-64	12-17	0.9779917828400826	10837	312509	17209	485338	2022-10-09	1.0316539252337316	207594	1.9731473322100253	1204	0.6509527246884071	0.9479843568845131
25-64	18-24	1.003257631088892	26347	312509	40785	485338	2022-10-09	1.0316539252337316	207594	1.3923351847791432	4772	0.8277740415125572	0.9724749807563559
25-64	25-64	1.0316539252337316	207594	312509	312509	485338	2022-10-09	1.0316539252337316	207594	1.0316539252337316	207594	1	1
25-64	5-11	0.9585017194728395	8493	312509	13761	485338	2022-10-09	1.0316539252337316	207594	2.527092985619036	986	0.5386737205446047	0.9290923012343323
25-64	65-80	0.9497302773141865	42554	312509	69586	485338	2022-10-09	1.0316539252337316	207594	1.231634238423902	12288	0.8392482164351138	0.9205899905814011
25-64	80+	0.7795736317867115	12503	312509	24908	485338	2022-10-09	1.0316539252337316	207594	3.778450290452517	4830	0.3241400172763164	0.7556542099232465
5-11	0-4	1.238170325855922	231	13761	6580	485338	2022-10-09	2.527092985619036	986	2.017739142284347	180	0.5448695533786914	1.2001799203889056
5-11	12-17	1.3854324767382222	676	13761	17209	485338	2022-10-09	2.527092985619036	986	1.9731473322100253	1204	0.6157148858248361	1.3429236712537478
5-11	18-24	0.9763100892674027	1129	13761	40785	485338	2022-10-09	2.527092985619036	986	1.3923351847791432	4772	0.49819006590862885	0.9463542622068828
5-11	25-64	0.9585017194728395	8493	13761	312509	485338	2022-10-09	2.527092985619036	986	1.0316539252337316	207594	0.5386737205446047	0.9290923012343323
5-11	5-11	2.527092985619036	986	13761	13761	485338	2022-10-09	2.527092985619036	986	2.527092985619036	986	1	2.4495549561801915
5-11	65-80	0.902685255061498	1781	13761	69586	485338	2022-10-09	2.527092985619036	986	1.231634238423902	12288	0.4803143198513658	0.8749884365117746
5-11	80+	0.658428163523461	465	13761	24908	485338	2022-10-09	2.527092985619036	986	3.778450290452517	4830	0.20884105768398484	0.6382258114069478
65-80	0-4	0.9539794954912235	900	69586	6580	485338	2022-10-09	1.231634238423902	12288	2.017739142284347	180	0.5871775162282455	0.9247088312828257
65-80	12-17	0.8551636741829207	2110	69586	17209	485338	2022-10-09	1.231634238423902	12288	1.9731473322100253	1204	0.5336798501457706	0.828924945920382
65-80	18-24	0.864969476157278	5058	69586	40785	485338	2022-10-09	1.231634238423902	12288	1.3923351847791432	4772	0.6592831978212773	0.8384298794397651
65-80	25-64	0.9497302773141865	42554	69586	312509	485338	2022-10-09	1.231634238423902	12288	1.0316539252337316	207594	0.8392482164351138	0.9205899905814011
65-80	5-11	0.902685255061498	1781	69586	13761	485338	2022-10-09	1.231634238423902	12288	2.527092985619036	986	0.4803143198513658	0.8749884365117746
65-80	65-80	1.231634238423902	12288	69586	69586	485338	2022-10-09	1.231634238423902	12288	1.231634238423902	12288	1	1.1938443777498962
65-80	80+	1.3706805894944682	4895	69586	24908	485338	2022-10-09	1.231634238423902	12288	3.778450290452517	4830	0.5471686481911963	1.3286244117027197
80+	0-4	0.7847393361979379	265	24908	6580	485338	2022-10-09	3.778450290452517	4830	2.017739142284347	180	0.27077767050391144	0.760661416589044
80+	12-17	0.6272772990496129	554	24908	17209	485338	2022-10-09	3.778450290452517	4830	1.9731473322100253	1204	0.2181228035069784	0.6080307394822319
80+	18-24	0.6669455687157992	1396	24908	40785	485338	2022-10-09	3.778450290452517	4830	1.3923351847791432	4772	0.2579668299566881	0.646481879632936
80+	25-64	0.7795736317867115	12503	24908	312509	485338	2022-10-09	3.778450290452517	4830	1.0316539252337316	207594	0.3241400172763164	0.7556542099232465
80+	5-11	0.658428163523461	465	24908	13761	485338	2022-10-09	3.778450290452517	4830	2.527092985619036	986	0.20884105768398484	0.6382258114069478
80+	65-80	1.3706805894944682	4895	24908	69586	485338	2022-10-09	3.778450290452517	4830	1.231634238423902	12288	0.5471686481911963	1.3286244117027197
80+	80+	3.778450290452517	4830	24908	24908	485338	2022-10-09	3.778450290452517	4830	3.778450290452517	4830	1	3.6625172434607576
0-4	0-4	2.366037093673663	146	5738	5738	533568	2022-11-06	2.366037093673663	146	2.366037093673663	146	1	2.3091109283754787
0-4	12-17	1.0125312045092763	154	5738	14143	533568	2022-11-06	2.366037093673663	146	1.7818992967204723	668	0.48820961037595173	0.9881699978014095
0-4	18-24	1.067221088773127	525	5738	45744	533568	2022-11-06	2.366037093673663	146	1.232616978875304	4834	0.5931223547792702	1.0415440593336274
0-4	25-64	0.9975729260253778	3800	5738	354216	533568	2022-11-06	2.366037093673663	146	1.0246528499772998	240948	0.5884188425387137	0.9735716111534537
0-4	5-11	1.191342017905491	112	5738	8742	533568	2022-11-06	2.366037093673663	146	3.183706437800229	456	0.42933227856354517	1.162678674959899
0-4	65-80	0.9098774592123733	744	5738	76036	533568	2022-11-06	2.366037093673663	146	1.1945924229691365	12944	0.5110767379529375	0.8879860718022995
0-4	80+	0.8255222664692433	257	5738	28949	533568	2022-11-06	2.366037093673663	146	3.4189829008873955	5370	0.28539997000714956	0.8056604404970249
12-17	0-4	1.0125312045092763	154	14143	5738	533568	2022-11-06	1.7818992967204723	668	2.366037093673663	146	0.48820961037595173	0.9881699978014095
12-17	12-17	1.7818992967204723	668	14143	14143	533568	2022-11-06	1.7818992967204723	668	1.7818992967204723	668	1	1.739027317164002
12-17	18-24	1.0276190321355816	1246	14143	45744	533568	2022-11-06	1.7818992967204723	668	1.232616978875304	4834	0.6817803841065594	1.0028948166770313
12-17	25-64	0.9916910331882466	9311	14143	354216	533568	2022-11-06	1.7818992967204723	668	1.0246528499772998	240948	0.7066970299162864	0.9678312349496871
12-17	5-11	1.5406558961684516	357	14143	8742	533568	2022-11-06	1.7818992967204723	668	3.183706437800229	456	0.620530899365558	1.5035881627641823
12-17	65-80	0.940238838885946	1895	14143	76036	533568	2022-11-06	1.7818992967204723	668	1.1945924229691365	12944	0.6317765526886767	0.9176169654988771
12-17	80+	0.6672439280907195	512	14143	28949	533568	2022-11-06	1.7818992967204723	668	3.4189829008873955	5370	0.2565887488848014	0.6511902329706122
