x	y	RR	N_pairs	N_x	N_y	N_total	nRR_fixed	season_date	season	season_label
80+	12-17	0.27438243978036364	19	4403	255	16214	0.21652231316202453	2024-10-15	Sep-Nov	Sep-Nov 2024
80+	18-24	0.4603115351326798	74	4403	592	16214	0.36324379374231053	2024-10-15	Sep-Nov	Sep-Nov 2024
80+	25-64	0.6796162012607349	963	4403	5218	16214	0.5363028044985456	2024-10-15	Sep-Nov	Sep-Nov 2024
80+	5-11	0.37576536406068217	20	4403	196	16214	0.29652621318520644	2024-10-15	Sep-Nov	Sep-Nov 2024
80+	65-80	1.087518788137983	1515	4403	5130	16214	0.8581893353061784	2024-10-15	Sep-Nov	Sep-Nov 2024
80+	80+	1.4770102601260502	1766	4403	4403	16214	1.1655471769349834	2024-10-15	Sep-Nov	Sep-Nov 2024
0-4	0-4	2.4156960266465877	1752	28790	28790	1142856	2.2846455507523857	2021-10-15	Sep-Nov	Sep-Nov 2021
0-4	12-17	0.9353210911006233	2293	28790	97318	1142856	0.884580322083929	2021-10-15	Sep-Nov	Sep-Nov 2021
0-4	18-24	0.8559995566102486	2921	28790	135459	1142856	0.8095619469020755	2021-10-15	Sep-Nov	Sep-Nov 2021
0-4	25-64	0.9469855012644787	15671	28790	656906	1142856	0.8956119429869929	2021-10-15	Sep-Nov	Sep-Nov 2021
0-4	5-11	1.3183243312658626	4012	28790	120806	1142856	1.2468058003374791	2021-10-15	Sep-Nov	Sep-Nov 2021
0-4	65-80	0.8272179192178067	1707	28790	81915	1142856	0.7823417010239997	2021-10-15	Sep-Nov	Sep-Nov 2021
0-4	80+	0.7953183936899889	434	28790	21662	1142856	0.7521727111079091	2021-10-15	Sep-Nov	Sep-Nov 2021
12-17	0-4	0.9353210911006233	2293	97318	28790	1142856	0.884580322083929	2021-10-15	Sep-Nov	Sep-Nov 2021
12-17	12-17	1.8665487016290991	15468	97318	97318	1142856	1.765289233165361	2021-10-15	Sep-Nov	Sep-Nov 2021
12-17	18-24	0.8672896337025048	10004	97318	135459	1142856	0.8202395421425167	2021-10-15	Sep-Nov	Sep-Nov 2021
12-17	25-64	0.9203625845875052	51483	97318	656906	1142856	0.8704333081491763	2021-10-15	Sep-Nov	Sep-Nov 2021
12-17	5-11	1.1032334698527662	11349	97318	120806	1142856	1.0433835261297895	2021-10-15	Sep-Nov	Sep-Nov 2021
12-17	65-80	0.8012517880567	5589	97318	81915	1142856	0.7577842213688186	2021-10-15	Sep-Nov	Sep-Nov 2021
12-17	80+	0.6136859963787453	1132	97318	21662	1142856	0.5803937936396927	2021-10-15	Sep-Nov	Sep-Nov 2021
18-24	0-4	0.8559995566102486	2921	135459	28790	1142856	0.8095619469020755	2021-10-15	Sep-Nov	Sep-Nov 2021
18-24	12-17	0.8672896337025048	10004	135459	97318	1142856	0.8202395421425167	2021-10-15	Sep-Nov	Sep-Nov 2021
18-24	18-24	1.8834650647583642	30240	135459	135459	1142856	1.7812878908325	2021-10-15	Sep-Nov	Sep-Nov 2021
18-24	25-64	0.9194598746226268	71590	135459	656906	1142856	0.8695795698136697	2021-10-15	Sep-Nov	Sep-Nov 2021
18-24	5-11	0.775976002134829	11111	135459	120806	1142856	0.7338796360190076	2021-10-15	Sep-Nov	Sep-Nov 2021
18-24	65-80	0.7985277184157202	7753	135459	81915	1142856	0.7552079313403735	2021-10-15	Sep-Nov	Sep-Nov 2021
18-24	80+	0.7166430925273886	1840	135459	21662	1142856	0.6777655113722879	2021-10-15	Sep-Nov	Sep-Nov 2021
25-64	0-4	0.9469855012644787	15671	656906	28790	1142856	0.8956119429869929	2021-10-15	Sep-Nov	Sep-Nov 2021
25-64	12-17	0.9203625845875052	51483	656906	97318	1142856	0.8704333081491763	2021-10-15	Sep-Nov	Sep-Nov 2021
25-64	18-24	0.9194598746226268	71590	656906	135459	1142856	0.8695795698136697	2021-10-15	Sep-Nov	Sep-Nov 2021
25-64	25-64	1.0573614037639423	399244	656906	656906	1142856	1	2021-10-15	Sep-Nov	Sep-Nov 2021
25-64	5-11	0.9204550243093084	63915	656906	120806	1142856	0.8705207330556218	2021-10-15	Sep-Nov	Sep-Nov 2021
25-64	65-80	0.9552249923653731	44976	656906	81915	1142856	0.9034044452209158	2021-10-15	Sep-Nov	Sep-Nov 2021
25-64	80+	0.8053056526905314	10027	656906	21662	1142856	0.7616181655807036	2021-10-15	Sep-Nov	Sep-Nov 2021
5-11	0-4	1.3183243312658626	4012	120806	28790	1142856	1.2468058003374791	2021-10-15	Sep-Nov	Sep-Nov 2021
5-11	12-17	1.1032334698527662	11349	120806	97318	1142856	1.0433835261297895	2021-10-15	Sep-Nov	Sep-Nov 2021
5-11	18-24	0.775976002134829	11111	120806	135459	1142856	0.7338796360190076	2021-10-15	Sep-Nov	Sep-Nov 2021
5-11	25-64	0.9204550243093084	63915	120806	656906	1142856	0.8705207330556218	2021-10-15	Sep-Nov	Sep-Nov 2021
5-11	5-11	1.7710478653798505	22616	120806	120806	1142856	1.674969276422766	2021-10-15	Sep-Nov	Sep-Nov 2021
5-11	65-80	0.7261930789551704	6288	120806	81915	1142856	0.6867974151223079	2021-10-15	Sep-Nov	Sep-Nov 2021
5-11	80+	0.6616328954789558	1515	120806	21662	1142856	0.6257395939777147	2021-10-15	Sep-Nov	Sep-Nov 2021
65-80	0-4	0.8272179192178067	1707	81915	28790	1142856	0.7823417010239997	2021-10-15	Sep-Nov	Sep-Nov 2021
65-80	12-17	0.8012517880567	5589	81915	97318	1142856	0.7577842213688186	2021-10-15	Sep-Nov	Sep-Nov 2021
65-80	18-24	0.7985277184157202	7753	81915	135459	1142856	0.7552079313403735	2021-10-15	Sep-Nov	Sep-Nov 2021
65-80	25-64	0.9552249923653731	44976	81915	656906	1142856	0.9034044452209158	2021-10-15	Sep-Nov	Sep-Nov 2021
65-80	5-11	0.7261930789551704	6288	81915	120806	1142856	0.6867974151223079	2021-10-15	Sep-Nov	Sep-Nov 2021
65-80	65-80	2.1296763424005785	12504	81915	81915	1142856	2.0141423120036945	2021-10-15	Sep-Nov	Sep-Nov 2021
65-80	80+	1.9953125728661865	3098	81915	21662	1142856	1.8870677194792362	2021-10-15	Sep-Nov	Sep-Nov 2021
80+	0-4	0.7953183936899889	434	21662	28790	1142856	0.7521727111079091	2021-10-15	Sep-Nov	Sep-Nov 2021
80+	12-17	0.6136859963787453	1132	21662	97318	1142856	0.5803937936396927	2021-10-15	Sep-Nov	Sep-Nov 2021
80+	18-24	0.7166430925273886	1840	21662	135459	1142856	0.6777655113722879	2021-10-15	Sep-Nov	Sep-Nov 2021
80+	25-64	0.8053056526905314	10027	21662	656906	1142856	0.7616181655807036	2021-10-15	Sep-Nov	Sep-Nov 2021
80+	5-11	0.6616328954789558	1515	21662	120806	1142856	0.6257395939777147	2021-10-15	Sep-Nov	Sep-Nov 2021
80+	65-80	1.9953125728661865	3098	21662	81915	1142856	1.8870677194792362	2021-10-15	Sep-Nov	Sep-Nov 2021
80+	80+	8.806895265380241	3616	21662	21662	1142856	8.329124965248301	2021-10-15	Sep-Nov	Sep-Nov 2021
0-4	0-4	2.533121797231546	2410	34126	34126	1224080	2.426648063266704	2022-01-15	Dec-Feb	Dec-Feb 2022
0-4	12-17	1.0489750293819788	2470	34126	84461	1224080	1.0048838655318066	2022-01-15	Dec-Feb	Dec-Feb 2022
0-4	18-24	0.7803737837969091	3569	34126	164047	1224080	0.7475726327666122	2022-01-15	Dec-Feb	Dec-Feb 2022
0-4	25-64	0.9530098250423112	19809	34126	745572	1224080	0.9129523297065825	2022-01-15	Dec-Feb	Dec-Feb 2022
0-4	5-11	1.3514641808601855	3280	34126	87055	1224080	1.2946586068790276	2022-01-15	Dec-Feb	Dec-Feb 2022
0-4	65-80	0.8848178085049658	1999	34126	81037	1224080	0.8476266019656379	2022-01-15	Dec-Feb	Dec-Feb 2022
0-4	80+	0.7604597004027468	589	34126	27782	1224080	0.7284955903784454	2022-01-15	Dec-Feb	Dec-Feb 2022
12-17	0-4	1.0489750293819788	2470	84461	34126	1224080	1.0048838655318066	2022-01-15	Dec-Feb	Dec-Feb 2022
12-17	12-17	1.6723368943449055	9746	84461	84461	1224080	1.602044201043434	2022-01-15	Dec-Feb	Dec-Feb 2022
12-17	18-24	0.9008608420688065	10197	84461	164047	1224080	0.8629953048717374	2022-01-15	Dec-Feb	Dec-Feb 2022
12-17	25-64	0.9544719620095301	49102	84461	745572	1224080	0.914353009233169	2022-01-15	Dec-Feb	Dec-Feb 2022
12-17	5-11	1.1580290032765561	6956	84461	87055	1224080	1.1093540156967274	2022-01-15	Dec-Feb	Dec-Feb 2022
12-17	65-80	0.8539719464343309	4775	84461	81037	1224080	0.8180772721484518	2022-01-15	Dec-Feb	Dec-Feb 2022
12-17	80+	0.6338206059770235	1215	84461	27782	1224080	0.6071794682883473	2022-01-15	Dec-Feb	Dec-Feb 2022
18-24	0-4	0.7803737837969091	3569	164047	34126	1224080	0.7475726327666122	2022-01-15	Dec-Feb	Dec-Feb 2022
18-24	12-17	0.9008608420688065	10197	164047	84461	1224080	0.8629953048717374	2022-01-15	Dec-Feb	Dec-Feb 2022
18-24	18-24	1.6486683584056518	36246	164047	164047	1224080	1.5793705155695972	2022-01-15	Dec-Feb	Dec-Feb 2022
18-24	25-64	0.9388304498808085	93807	164047	745572	1224080	0.8993689507661787	2022-01-15	Dec-Feb	Dec-Feb 2022
18-24	5-11	0.7450192723215809	8692	164047	87055	1224080	0.7137041638706006	2022-01-15	Dec-Feb	Dec-Feb 2022
18-24	65-80	0.822076694072167	8928	164047	81037	1224080	0.7875226606581409	2022-01-15	Dec-Feb	Dec-Feb 2022
18-24	80+	0.7004636288048486	2608	164047	27782	1224080	0.6710213105764378	2022-01-15	Dec-Feb	Dec-Feb 2022
25-64	0-4	0.9530098250423112	19809	745572	34126	1224080	0.9129523297065825	2022-01-15	Dec-Feb	Dec-Feb 2022
25-64	12-17	0.9544719620095301	49102	745572	84461	1224080	0.914353009233169	2022-01-15	Dec-Feb	Dec-Feb 2022
25-64	18-24	0.9388304498808085	93807	745572	164047	1224080	0.8993689507661787	2022-01-15	Dec-Feb	Dec-Feb 2022
25-64	25-64	1.0438768750922658	474044	745572	745572	1224080	1	2022-01-15	Dec-Feb	Dec-Feb 2022
25-64	5-11	0.9388933878930801	49784	745572	87055	1224080	0.8994292433291939	2022-01-15	Dec-Feb	Dec-Feb 2022
25-64	65-80	0.9313669193522437	45971	745572	81037	1224080	0.8922191319449647	2022-01-15	Dec-Feb	Dec-Feb 2022
25-64	80+	0.7714958275948532	13055	745572	27782	1224080	0.7390678402820855	2022-01-15	Dec-Feb	Dec-Feb 2022
5-11	0-4	1.3514641808601855	3280	87055	34126	1224080	1.2946586068790276	2022-01-15	Dec-Feb	Dec-Feb 2022
5-11	12-17	1.1580290032765561	6956	87055	84461	1224080	1.1093540156967274	2022-01-15	Dec-Feb	Dec-Feb 2022
5-11	18-24	0.7450192723215809	8692	87055	164047	1224080	0.7137041638706006	2022-01-15	Dec-Feb	Dec-Feb 2022
5-11	25-64	0.9388933878930801	49784	87055	745572	1224080	0.8994292433291939	2022-01-15	Dec-Feb	Dec-Feb 2022
5-11	5-11	1.9886161829258089	12312	87055	87055	1224080	1.9050294439658315	2022-01-15	Dec-Feb	Dec-Feb 2022
5-11	65-80	0.8241880948399922	4750	87055	81037	1224080	0.7895453137297865	2022-01-15	Dec-Feb	Dec-Feb 2022
5-11	80+	0.6483383409301132	1281	87055	27782	1224080	0.6210869848733914	2022-01-15	Dec-Feb	Dec-Feb 2022
65-80	0-4	0.8848178085049658	1999	81037	34126	1224080	0.8476266019656379	2022-01-15	Dec-Feb	Dec-Feb 2022
65-80	12-17	0.8539719464343309	4775	81037	84461	1224080	0.8180772721484518	2022-01-15	Dec-Feb	Dec-Feb 2022
65-80	18-24	0.822076694072167	8928	81037	164047	1224080	0.7875226606581409	2022-01-15	Dec-Feb	Dec-Feb 2022
65-80	25-64	0.9313669193522437	45971	81037	745572	1224080	0.8922191319449647	2022-01-15	Dec-Feb	Dec-Feb 2022
65-80	5-11	0.8241880948399922	4750	81037	87055	1224080	0.7895453137297865	2022-01-15	Dec-Feb	Dec-Feb 2022
65-80	65-80	2.037711587885239	10932	81037	81037	1224080	1.9520612406565003	2022-01-15	Dec-Feb	Dec-Feb 2022
65-80	80+	2.0019200278615785	3682	81037	27782	1224080	1.917774093505648	2022-01-15	Dec-Feb	Dec-Feb 2022
80+	0-4	0.7604597004027468	589	27782	34126	1224080	0.7284955903784454	2022-01-15	Dec-Feb	Dec-Feb 2022
80+	12-17	0.6338206059770235	1215	27782	84461	1224080	0.6071794682883473	2022-01-15	Dec-Feb	Dec-Feb 2022
80+	18-24	0.7004636288048486	2608	27782	164047	1224080	0.6710213105764378	2022-01-15	Dec-Feb	Dec-Feb 2022
80+	25-64	0.7714958275948532	13055	27782	745572	1224080	0.7390678402820855	2022-01-15	Dec-Feb	Dec-Feb 2022
80+	5-11	0.6483383409301132	1281	27782	87055	1224080	0.6210869848733914	2022-01-15	Dec-Feb	Dec-Feb 2022
80+	65-80	2.0019200278615785	3682	27782	81037	1224080	1.917774093505648	2022-01-15	Dec-Feb	Dec-Feb 2022
80+	80+	8.487873395040081	5352	27782	27782	1224080	8.131105878066183	2022-01-15	Dec-Feb	Dec-Feb 2022
0-4	0-4	3.5398332144867704	24	1825	1825	491244	3.3664001405273627	2020-10-15	Sep-Nov	Sep-Nov 2020
0-4	12-17	1.3051158683511666	122	1825	25162	491244	1.2411721051266718	2020-10-15	Sep-Nov	Sep-Nov 2020
0-4	18-24	0.9881620156171189	368	1825	100243	491244	0.9397473119985901	2020-10-15	Sep-Nov	Sep-Nov 2020
0-4	25-64	0.9869185378428049	1057	1825	288289	491244	0.938564758047443	2020-10-15	Sep-Nov	Sep-Nov 2020
0-4	5-11	2.0351558557403875	80	1825	10581	491244	1.9354440007854588	2020-10-15	Sep-Nov	Sep-Nov 2020
0-4	65-80	0.7498334423679228	146	1825	52411	491244	0.7130955762065398	2020-10-15	Sep-Nov	Sep-Nov 2020
0-4	80+	0.591918227795535	28	1825	12733	491244	0.5629173705350698	2020-10-15	Sep-Nov	Sep-Nov 2020
12-17	0-4	1.3051158683511666	122	25162	1825	491244	1.2411721051266718	2020-10-15	Sep-Nov	Sep-Nov 2020
12-17	12-17	1.5099055426298202	1946	25162	25162	491244	1.4359281703132536	2020-10-15	Sep-Nov	Sep-Nov 2020
12-17	18-24	0.8586934389287778	4409	25162	100243	491244	0.8166220096612311	2020-10-15	Sep-Nov	Sep-Nov 2020
12-17	25-64	1.0107374769854651	14925	25162	288289	491244	0.9612166953615827	2020-10-15	Sep-Nov	Sep-Nov 2020
12-17	5-11	1.3155728969088172	713	25162	10581	491244	1.2511167946848993	2020-10-15	Sep-Nov	Sep-Nov 2020
12-17	65-80	0.9904852043674279	2659	25162	52411	491244	0.941956676808069	2020-10-15	Sep-Nov	Sep-Nov 2020
12-17	80+	0.5949124939378924	388	25162	12733	491244	0.5657649334996626	2020-10-15	Sep-Nov	Sep-Nov 2020
18-24	0-4	0.9881620156171189	368	100243	1825	491244	0.9397473119985901	2020-10-15	Sep-Nov	Sep-Nov 2020
18-24	12-17	0.8586934389287778	4409	100243	25162	491244	0.8166220096612311	2020-10-15	Sep-Nov	Sep-Nov 2020
18-24	18-24	1.6366230113695244	33478	100243	100243	491244	1.5564371544164666	2020-10-15	Sep-Nov	Sep-Nov 2020
18-24	25-64	0.8727460949239421	51342	100243	288289	491244	0.8299861599616747	2020-10-15	Sep-Nov	Sep-Nov 2020
18-24	5-11	0.8160605688860315	1762	100243	10581	491244	0.7760779243874862	2020-10-15	Sep-Nov	Sep-Nov 2020
18-24	65-80	0.7333359446571353	7843	100243	52411	491244	0.6974063684821027	2020-10-15	Sep-Nov	Sep-Nov 2020
18-24	80+	0.40064819900662674	1041	100243	12733	491244	0.38101855983446187	2020-10-15	Sep-Nov	Sep-Nov 2020
25-64	0-4	0.9869185378428049	1057	288289	1825	491244	0.938564758047443	2020-10-15	Sep-Nov	Sep-Nov 2020
25-64	12-17	1.0107374769854651	14925	288289	25162	491244	0.9612166953615827	2020-10-15	Sep-Nov	Sep-Nov 2020
25-64	18-24	0.8727460949239421	51342	288289	100243	491244	0.8299861599616747	2020-10-15	Sep-Nov	Sep-Nov 2020
25-64	25-64	1.0515188529941775	177900	288289	288289	491244	1	2020-10-15	Sep-Nov	Sep-Nov 2020
25-64	5-11	1.0018499351125871	6221	288289	10581	491244	0.9527645959554989	2020-10-15	Sep-Nov	Sep-Nov 2020
25-64	65-80	0.9940939047146617	30576	288289	52411	491244	0.9453885699566875	2020-10-15	Sep-Nov	Sep-Nov 2020
25-64	80+	0.8388174105932787	6268	288289	12733	491244	0.7977198014137018	2020-10-15	Sep-Nov	Sep-Nov 2020
5-11	0-4	2.0351558557403875	80	10581	1825	491244	1.9354440007854588	2020-10-15	Sep-Nov	Sep-Nov 2020
5-11	12-17	1.3155728969088172	713	10581	25162	491244	1.2511167946848993	2020-10-15	Sep-Nov	Sep-Nov 2020
5-11	18-24	0.8160605688860315	1762	10581	100243	491244	0.7760779243874862	2020-10-15	Sep-Nov	Sep-Nov 2020
5-11	25-64	1.0018499351125871	6221	10581	288289	491244	0.9527645959554989	2020-10-15	Sep-Nov	Sep-Nov 2020
5-11	5-11	2.0183740962345547	460	10581	10581	491244	1.9194844585879536	2020-10-15	Sep-Nov	Sep-Nov 2020
5-11	65-80	1.013384188208863	1144	10581	52411	491244	0.9637337317569468	2020-10-15	Sep-Nov	Sep-Nov 2020
5-11	80+	0.7328850578677213	201	10581	12733	491244	0.6969775727566336	2020-10-15	Sep-Nov	Sep-Nov 2020
65-80	0-4	0.7498334423679228	146	52411	1825	491244	0.7130955762065398	2020-10-15	Sep-Nov	Sep-Nov 2020
65-80	12-17	0.9904852043674279	2659	52411	25162	491244	0.941956676808069	2020-10-15	Sep-Nov	Sep-Nov 2020
65-80	18-24	0.7333359446571353	7843	52411	100243	491244	0.6974063684821027	2020-10-15	Sep-Nov	Sep-Nov 2020
65-80	25-64	0.9940939047146617	30576	52411	288289	491244	0.9453885699566875	2020-10-15	Sep-Nov	Sep-Nov 2020
65-80	5-11	1.013384188208863	1144	52411	10581	491244	0.9637337317569468	2020-10-15	Sep-Nov	Sep-Nov 2020
65-80	65-80	1.3859707644514734	7750	52411	52411	491244	1.3180655396762038	2020-10-15	Sep-Nov	Sep-Nov 2020
65-80	80+	1.6879055023396348	2293	52411	12733	491244	1.605207075016639	2020-10-15	Sep-Nov	Sep-Nov 2020
80+	0-4	0.591918227795535	28	12733	1825	491244	0.5629173705350698	2020-10-15	Sep-Nov	Sep-Nov 2020
80+	12-17	0.5949124939378924	388	12733	25162	491244	0.5657649334996626	2020-10-15	Sep-Nov	Sep-Nov 2020
80+	18-24	0.40064819900662674	1041	12733	100243	491244	0.38101855983446187	2020-10-15	Sep-Nov	Sep-Nov 2020
80+	25-64	0.8388174105932787	6268	12733	288289	491244	0.7977198014137018	2020-10-15	Sep-Nov	Sep-Nov 2020
80+	5-11	0.7328850578677213	201	12733	10581	491244	0.6969775727566336	2020-10-15	Sep-Nov	Sep-Nov 2020
80+	65-80	1.6879055023396348	2293	12733	52411	491244	1.605207075016639	2020-10-15	Sep-Nov	Sep-Nov 2020
80+	80+	7.617299900698386	2514	12733	12733	491244	7.2440925609733835	2020-10-15	Sep-Nov	Sep-Nov 2020
0-4	0-4	41.163436524453694	6	124	124	105488	32.82675979440154	2020-07-15	Jun-Aug	Jun-Aug 2020
0-4	12-17	7.757243357191881	6	124	658	105488	6.1861978943857	2020-07-15	Jun-Aug	Jun-Aug 2020
0-4	18-24	0.22670513564433747	6	124	22515	105488	0.18079139304933559	2020-07-15	Jun-Aug	Jun-Aug 2020
0-4	25-64	1.0351110163358148	82	124	67392	105488	0.8254738564796152	2020-07-15	Jun-Aug	Jun-Aug 2020
0-4	5-11	8.102012288786483	5	124	525	105488	6.461142064688513	2020-07-15	Jun-Aug	Jun-Aug 2020
0-4	65-80	1.5389971988544033	13	124	7186	105488	1.2273098564314002	2020-07-15	Jun-Aug	Jun-Aug 2020
0-4	80+	0.7201278398747543	6	124	7088	105488	0.5742830438072504	2020-07-15	Jun-Aug	Jun-Aug 2020
12-17	0-4	7.757243357191881	6	658	124	105488	6.1861978943857	2020-07-15	Jun-Aug	Jun-Aug 2020
12-17	12-17	14.618492530556813	60	658	658	105488	11.657863953408354	2020-07-15	Jun-Aug	Jun-Aug 2020
12-17	18-24	0.5838739725694522	82	658	22515	105488	0.4656241622672628	2020-07-15	Jun-Aug	Jun-Aug 2020
12-17	25-64	0.8230854608846631	346	658	67392	105488	0.6563890431906476	2020-07-15	Jun-Aug	Jun-Aug 2020
12-17	5-11	7.634103343465045	25	658	525	105488	6.087996966742335	2020-07-15	Jun-Aug	Jun-Aug 2020
12-17	65-80	1.6062846365399794	72	658	7186	105488	1.2809698212104095	2020-07-15	Jun-Aug	Jun-Aug 2020
12-17	80+	1.5154036189424138	67	658	7088	105488	1.208494595951367	2020-07-15	Jun-Aug	Jun-Aug 2020
18-24	0-4	0.22670513564433747	6	22515	124	105488	0.18079139304933559	2020-07-15	Jun-Aug	Jun-Aug 2020
18-24	12-17	0.5838739725694522	82	22515	658	105488	0.4656241622672628	2020-07-15	Jun-Aug	Jun-Aug 2020
18-24	18-24	3.292460218368498	15822	22515	22515	105488	2.6256505735812086	2020-07-15	Jun-Aug	Jun-Aug 2020
18-24	25-64	0.4158810878481561	5982	22515	67392	105488	0.3316542477136391	2020-07-15	Jun-Aug	Jun-Aug 2020
18-24	5-11	0.508682423357973	57	22515	525	105488	0.40566087608565776	2020-07-15	Jun-Aug	Jun-Aug 2020
18-24	65-80	0.19364235575639682	297	22515	7186	105488	0.15442469422253005	2020-07-15	Jun-Aug	Jun-Aug 2020
18-24	80+	0.17781143772223082	269	22515	7088	105488	0.14179995276481172	2020-07-15	Jun-Aug	Jun-Aug 2020
25-64	0-4	1.0351110163358148	82	67392	124	105488	0.8254738564796152	2020-07-15	Jun-Aug	Jun-Aug 2020
25-64	12-17	0.8230854608846631	346	67392	658	105488	0.6563890431906476	2020-07-15	Jun-Aug	Jun-Aug 2020
25-64	18-24	0.4158810878481561	5982	67392	22515	105488	0.3316542477136391	2020-07-15	Jun-Aug	Jun-Aug 2020
25-64	25-64	1.2539597810525893	53988	67392	67392	105488	1	2020-07-15	Jun-Aug	Jun-Aug 2020
25-64	5-11	0.9749518665490887	327	67392	525	105488	0.7774985141315315	2020-07-15	Jun-Aug	Jun-Aug 2020
25-64	65-80	0.7658723099633956	3516	67392	7186	105488	0.6107630575842815	2020-07-15	Jun-Aug	Jun-Aug 2020
25-64	80+	0.6958560521514634	3151	67392	7088	105488	0.5549269304054977	2020-07-15	Jun-Aug	Jun-Aug 2020
5-11	0-4	8.102012288786483	5	525	124	105488	6.461142064688513	2020-07-15	Jun-Aug	Jun-Aug 2020
5-11	12-17	7.634103343465045	25	525	658	105488	6.087996966742335	2020-07-15	Jun-Aug	Jun-Aug 2020
5-11	18-24	0.508682423357973	57	525	22515	105488	0.40566087608565776	2020-07-15	Jun-Aug	Jun-Aug 2020
5-11	25-64	0.9749518665490887	327	525	67392	105488	0.7774985141315315	2020-07-15	Jun-Aug	Jun-Aug 2020
5-11	5-11	13.01258231292517	34	525	525	105488	10.377192721446177	2020-07-15	Jun-Aug	Jun-Aug 2020
5-11	65-80	1.25825639802261	45	525	7186	105488	1.003426439216746	2020-07-15	Jun-Aug	Jun-Aug 2020
5-11	80+	0.9071313017306245	32	525	7088	105488	0.7234133944624342	2020-07-15	Jun-Aug	Jun-Aug 2020
65-80	0-4	1.5389971988544033	13	7186	124	105488	1.2273098564314002	2020-07-15	Jun-Aug	Jun-Aug 2020
65-80	12-17	1.6062846365399794	72	7186	658	105488	1.2809698212104095	2020-07-15	Jun-Aug	Jun-Aug 2020
65-80	18-24	0.19364235575639682	297	7186	22515	105488	0.15442469422253005	2020-07-15	Jun-Aug	Jun-Aug 2020
65-80	25-64	0.7658723099633956	3516	7186	67392	105488	0.6107630575842815	2020-07-15	Jun-Aug	Jun-Aug 2020
65-80	5-11	1.25825639802261	45	7186	525	105488	1.003426439216746	2020-07-15	Jun-Aug	Jun-Aug 2020
65-80	65-80	3.4155835104424606	1672	7186	7186	105488	2.7238381661454705	2020-07-15	Jun-Aug	Jun-Aug 2020
65-80	80+	3.2536312024132705	1571	7186	7088	105488	2.5946854528955723	2020-07-15	Jun-Aug	Jun-Aug 2020
80+	0-4	0.7201278398747543	6	7088	124	105488	0.5742830438072504	2020-07-15	Jun-Aug	Jun-Aug 2020
80+	12-17	1.5154036189424138	67	7088	658	105488	1.208494595951367	2020-07-15	Jun-Aug	Jun-Aug 2020
80+	18-24	0.17781143772223082	269	7088	22515	105488	0.14179995276481172	2020-07-15	Jun-Aug	Jun-Aug 2020
80+	25-64	0.6958560521514634	3151	7088	67392	105488	0.5549269304054977	2020-07-15	Jun-Aug	Jun-Aug 2020
80+	5-11	0.9071313017306245	32	7088	525	105488	0.7234133944624342	2020-07-15	Jun-Aug	Jun-Aug 2020
80+	65-80	3.2536312024132705	1571	7088	7186	105488	2.5946854528955723	2020-07-15	Jun-Aug	Jun-Aug 2020
80+	80+	4.1825869375449045	1992	7088	7088	105488	3.3355032599482493	2020-07-15	Jun-Aug	Jun-Aug 2020
0-4	0-4	2.338089575901704	8	87	87	2212	1.9364633292821065	2025-01-15	Dec-Feb	Dec-Feb 2025
0-4	12-17	0.3974497126436782	1	87	64	2212	0.329177633611994	2025-01-15	Dec-Feb	Dec-Feb 2025
0-4	18-24	0.5914194065757818	2	87	86	2212	0.48982810789792186	2025-01-15	Dec-Feb	Dec-Feb 2025
0-4	25-64	1.1054597701149425	40	87	920	2212	0.9155689879839788	2025-01-15	Dec-Feb	Dec-Feb 2025
0-4	5-11	1.883780332056194	2	87	27	2212	1.560193232563751	2025-01-15	Dec-Feb	Dec-Feb 2025
0-4	65-80	1.1310385732400703	25	87	562	2212	0.9367539822499209	2025-01-15	Dec-Feb	Dec-Feb 2025
0-4	80+	0.4910709881110947	9	87	466	2212	0.4067170780592209	2025-01-15	Dec-Feb	Dec-Feb 2025
12-17	0-4	0.3974497126436782	1	64	87	2212	0.329177633611994	2025-01-15	Dec-Feb	Dec-Feb 2025
12-17	12-17	5.400634765625	10	64	64	2212	4.4729386274457035	2025-01-15	Dec-Feb	Dec-Feb 2025
12-17	18-24	2.0096293604651163	5	64	86	2212	1.664424495151573	2025-01-15	Dec-Feb	Dec-Feb 2025
12-17	25-64	1.0894870923913043	29	64	920	2212	0.9023400231910718	2025-01-15	Dec-Feb	Dec-Feb 2025
12-17	5-11	1.2806712962962963	1	64	27	2212	1.0606834860830916	2025-01-15	Dec-Feb	Dec-Feb 2025
12-17	65-80	0.7380171263345195	12	64	562	2212	0.6112439473059091	2025-01-15	Dec-Feb	Dec-Feb 2025
12-17	80+	0.44504425965665234	6	64	466	2212	0.36859660879341893	2025-01-15	Dec-Feb	Dec-Feb 2025
18-24	0-4	0.5914194065757818	2	86	87	2212	0.48982810789792186	2025-01-15	Dec-Feb	Dec-Feb 2025
18-24	12-17	2.0096293604651163	5	86	64	2212	1.664424495151573	2025-01-15	Dec-Feb	Dec-Feb 2025
18-24	18-24	1.7946187128177393	6	86	86	2212	1.486347385161564	2025-01-15	Dec-Feb	Dec-Feb 2025
18-24	25-64	1.2860591506572294	46	86	920	2212	1.0651458396648341	2025-01-15	Dec-Feb	Dec-Feb 2025
18-24	5-11	3.810938845822567	4	86	27	2212	3.15631334279655	2025-01-15	Dec-Feb	Dec-Feb 2025
