x	y	RR	N_pairs	N_x	N_y	N_total	date	country	RR_xx	N_diag.x	RR_yy	N_diag.y	nRR	nRR_fixed
18-25y	6-11y	0.7967843964153927	9	542	56	2687	2021-12-05	Mexico	1.4543443035906374	159	1.7139668367346939	2	0.5029710537416326	0.7420058263346968
18-25y	65-80y	0.7413266889678243	32	542	214	2687	2021-12-05	Mexico	1.4543443035906374	159	2.5816446851253385	44	0.3673581325620378	0.6903608114142391
18-25y	81y+	0.46482933579335795	3	542	32	2687	2021-12-05	Mexico	1.4543443035906374	159	18.369140625	7	0.046896833474819835	0.4328725273256315
26-45y	0-5y	1.0875346901017577	7	1081	16	2687	2021-12-05	Mexico	1.0738249864577032	467	10.5	1	0.18793003892390975	1.0127671676641459
26-45y	12-17y	0.9173384432403859	31	1081	84	2687	2021-12-05	Mexico	1.0738249864577032	467	0.38095238095238093	1	1.2611392832891102	0.8542718364809804
26-45y	18-25y	0.9951834948506747	217	1081	542	2687	2021-12-05	Mexico	1.0738249864577032	467	1.4543443035906374	159	0.7872759935563065	0.926765075688499
26-45y	26-45y	1.0738249864577032	467	1081	1081	2687	2021-12-05	Mexico	1.0738249864577032	467	1.0738249864577032	467	1	1
26-45y	46-65y	0.942450064419484	251	1081	662	2687	2021-12-05	Mexico	1.0738249864577032	467	1.0607150354596981	173	0.8830474526056492	0.8776570449607489
26-45y	6-11y	0.8877527421699485	20	1081	56	2687	2021-12-05	Mexico	1.0738249864577032	467	1.7139668367346939	2	0.6368859645720261	0.8267201390968155
26-45y	65-80y	0.7433797020757865	64	1081	214	2687	2021-12-05	Mexico	1.0738249864577032	467	2.5816446851253385	44	0.4067218545702543	0.6922726807913288
26-45y	81y+	0.9321519426456985	12	1081	32	2687	2021-12-05	Mexico	1.0738249864577032	467	18.369140625	7	0.09588577805192261	0.8680669144425938
46-65y	0-5y	9.441087613293051e-5	0	662	16	2687	2021-12-05	Mexico	1.0607150354596981	173	10.5	1	1.633305134558684e-5	8.792017072015604e-5
46-65y	12-17y	1.1597072363688679	24	662	84	2687	2021-12-05	Mexico	1.0607150354596981	173	0.38095238095238093	1	1.608841572149929	1.0799778837280274
46-65y	18-25y	0.8162785253230176	109	662	542	2687	2021-12-05	Mexico	1.0607150354596981	173	1.4543443035906374	159	0.6491127367446029	0.7601597426185146
46-65y	26-45y	0.942450064419484	251	662	1081	2687	2021-12-05	Mexico	1.0607150354596981	173	1.0738249864577032	467	0.8830474526056492	0.8776570449607489
46-65y	46-65y	1.0607150354596981	173	662	662	2687	2021-12-05	Mexico	1.0607150354596981	173	1.0607150354596981	173	1	0.9877913522563377
46-65y	6-11y	0.9422744928787224	13	662	56	2687	2021-12-05	Mexico	1.0607150354596981	173	1.7139668367346939	2	0.679194614936892	0.8774935438847117
46-65y	65-80y	1.2328542790185504	65	662	214	2687	2021-12-05	Mexico	1.0607150354596981	173	2.5816446851253385	44	0.6769536089755182	1.1480960999850147
46-65y	81y+	1.5221393504531722	12	662	32	2687	2021-12-05	Mexico	1.0607150354596981	173	18.369140625	7	0.15668045888274595	1.4174929524357158
6-11y	0-5y	5.998883928571429	2	56	16	2687	2021-12-05	Mexico	1.7139668367346939	2	10.5	1	0.9822990366289848	5.586463347589201
6-11y	12-17y	0.5714285714285714	1	56	84	2687	2021-12-05	Mexico	1.7139668367346939	2	0.38095238095238093	1	0.5455375716677661	0.5321431132959387
6-11y	18-25y	0.7967843964153927	9	56	542	2687	2021-12-05	Mexico	1.7139668367346939	2	1.4543443035906374	159	0.5029710537416326	0.7420058263346968
6-11y	26-45y	0.8877527421699485	20	56	1081	2687	2021-12-05	Mexico	1.7139668367346939	2	1.0738249864577032	467	0.6368859645720261	0.8267201390968155
6-11y	46-65y	0.9422744928787224	13	56	662	2687	2021-12-05	Mexico	1.7139668367346939	2	1.0607150354596981	173	0.679194614936892	0.8774935438847117
6-11y	6-11y	1.7139668367346939	2	56	56	2687	2021-12-05	Mexico	1.7139668367346939	2	1.7139668367346939	2	1	1.5961323850254858
6-11y	65-80y	0.6727303070761015	3	56	214	2687	2021-12-05	Mexico	1.7139668367346939	2	2.5816446851253385	44	0.313217479584748	0.6264804000280166
6-11y	81y+	2.9994419642857144	2	56	32	2687	2021-12-05	Mexico	1.7139668367346939	2	18.369140625	7	0.29870297412894836	2.7932316737946006
65-80y	0-5y	1.5698014018691588	2	214	16	2687	2021-12-05	Mexico	2.5816446851253385	44	10.5	1	0.24000061760645783	1.4618782591822206
65-80y	12-17y	1.0463951935914553	7	214	84	2687	2021-12-05	Mexico	2.5816446851253385	44	0.38095238095238093	1	0.7064039896433251	0.9744559930974112
65-80y	18-25y	0.7413266889678243	32	214	542	2687	2021-12-05	Mexico	2.5816446851253385	44	1.4543443035906374	159	0.3673581325620378	0.6903608114142391
65-80y	26-45y	0.7433797020757865	64	214	1081	2687	2021-12-05	Mexico	2.5816446851253385	44	1.0738249864577032	467	0.4067218545702543	0.6922726807913288
65-80y	46-65y	1.2328542790185504	65	214	662	2687	2021-12-05	Mexico	2.5816446851253385	44	1.0607150354596981	173	0.6769536089755182	1.1480960999850147
65-80y	6-11y	0.6727303070761015	3	214	56	2687	2021-12-05	Mexico	2.5816446851253385	44	1.7139668367346939	2	0.313217479584748	0.6264804000280166
65-80y	65-80y	2.5816446851253385	44	214	214	2687	2021-12-05	Mexico	2.5816446851253385	44	2.5816446851253385	44	1	2.4041577702913943
65-80y	81y+	3.139164719626168	8	214	32	2687	2021-12-05	Mexico	2.5816446851253385	44	18.369140625	7	0.29967036301107397	2.923348552338623
81y+	0-5y	5.25	1	32	16	2687	2021-12-05	Mexico	18.369140625	7	10.5	1	0.3637101684595088	4.889064853406437
81y+	12-17y	3.720238095238095e-4	0	32	84	2687	2021-12-05	Mexico	18.369140625	7	0.38095238095238093	1	3.96823428455216e-5	3.464473393853768e-4
81y+	18-25y	0.46482933579335795	3	32	542	2687	2021-12-05	Mexico	18.369140625	7	1.4543443035906374	159	0.046896833474819835	0.4328725273256315
81y+	26-45y	0.9321519426456985	12	32	1081	2687	2021-12-05	Mexico	18.369140625	7	1.0738249864577032	467	0.09588577805192261	0.8680669144425938
81y+	46-65y	1.5221393504531722	12	32	662	2687	2021-12-05	Mexico	18.369140625	7	1.0607150354596981	173	0.15668045888274595	1.4174929524357158
81y+	6-11y	2.9994419642857144	2	32	56	2687	2021-12-05	Mexico	18.369140625	7	1.7139668367346939	2	0.29870297412894836	2.7932316737946006
81y+	65-80y	3.139164719626168	8	32	214	2687	2021-12-05	Mexico	18.369140625	7	2.5816446851253385	44	0.29967036301107397	2.923348552338623
81y+	81y+	18.369140625	7	32	32	2687	2021-12-05	Mexico	18.369140625	7	18.369140625	7	1	17.10627044132721
0-5y	0-5y	1.614095327453556	344	3650	3650	62511	2021-12-05	Canada	1.614095327453556	344	1.614095327453556	344	1	1.4389408799078636
0-5y	12-17y	1.1907340385290859	282	3650	4056	62511	2021-12-05	Canada	1.614095327453556	344	1.5047202211446067	396	0.7635809299875357	1.0615208754989645
0-5y	18-25y	0.9593629612775573	344	3650	6141	62511	2021-12-05	Canada	1.614095327453556	344	1.4901773263444482	899	0.6180919450511535	0.8552571587141673
0-5y	26-45y	1.0130690136346263	1342	3650	22687	62511	2021-12-05	Canada	1.614095327453556	344	1.12172456144057	9236	0.7405962781008434	0.9031352690838799
0-5y	46-65y	0.8453693476218742	614	3650	12439	62511	2021-12-05	Canada	1.614095327453556	344	1.0992945000818561	2721	0.6231093955192779	0.7536336251175709
0-5y	6-11y	0.9577269117523096	518	3650	9263	62511	2021-12-05	Canada	1.614095327453556	344	1.8213488245405016	2500	0.5575563853636857	0.8537986460083863
0-5y	65-80y	0.9372048547588238	168	3650	3070	62511	2021-12-05	Canada	1.614095327453556	344	1.9433335101698692	293	0.5269001278940171	0.835503551384506
0-5y	81y+	0.5400827601887114	38	3650	1205	62511	2021-12-05	Canada	1.614095327453556	344	4.046786384531947	94	0.19081224009511488	0.4814753806363234
12-17y	0-5y	1.1907340385290859	282	4056	3650	62511	2021-12-05	Canada	1.5047202211446067	396	1.614095327453556	344	0.7635809299875357	1.0615208754989645
12-17y	12-17y	1.5047202211446067	396	4056	4056	62511	2021-12-05	Canada	1.5047202211446067	396	1.5047202211446067	396	1	1.3414346737778267
12-17y	18-25y	0.8959579725240542	357	4056	6141	62511	2021-12-05	Canada	1.5047202211446067	396	1.4901773263444482	899	0.5983229531676182	0.7987325973975501
12-17y	26-45y	1.011523860122346	1489	4056	22687	62511	2021-12-05	Canada	1.5047202211446067	396	1.12172456144057	9236	0.7702608993185959	0.9017577887599258
12-17y	46-65y	0.9478387866119999	765	4056	12439	62511	2021-12-05	Canada	1.5047202211446067	396	1.0992945000818561	2721	0.7279826637581973	0.8449835362388268
12-17y	6-11y	0.9700081936128573	583	4056	9263	62511	2021-12-05	Canada	1.5047202211446067	396	1.8213488245405016	2500	0.583276041651176	0.8647472177725416
12-17y	65-80y	0.9638764945486319	192	4056	3070	62511	2021-12-05	Canada	1.5047202211446067	396	1.9433335101698692	293	0.5590843818905226	0.8592809034249705
12-17y	81y+	0.5627613821437633	44	4056	1205	62511	2021-12-05	Canada	1.5047202211446067	396	4.046786384531947	94	0.20274185806365638	0.5016930193817272
18-25y	0-5y	0.9593629612775573	344	6141	3650	62511	2021-12-05	Canada	1.4901773263444482	899	1.614095327453556	344	0.6180919450511535	0.8552571587141673
18-25y	12-17y	0.8959579725240542	357	6141	4056	62511	2021-12-05	Canada	1.4901773263444482	899	1.5047202211446067	396	0.5983229531676182	0.7987325973975501
18-25y	18-25y	1.4901773263444482	899	6141	6141	62511	2021-12-05	Canada	1.4901773263444482	899	1.4901773263444482	899	1	1.3284699092535643
18-25y	26-45y	1.0382540542185974	2314	6141	22687	62511	2021-12-05	Canada	1.4901773263444482	899	1.12172456144057	9236	0.7950176529020178	0.9255873410538716
18-25y	46-65y	1.0458339612141971	1278	6141	12439	62511	2021-12-05	Canada	1.4901773263444482	899	1.0992945000818561	2721	0.8077585170390046	0.9323447102478432
18-25y	6-11y	0.6164935804625699	561	6141	9263	62511	2021-12-05	Canada	1.4901773263444482	899	1.8213488245405016	2500	0.3723320018462317	0.5495944384696726
18-25y	65-80y	1.0311916435004325	311	6141	3070	62511	2021-12-05	Canada	1.4901773263444482	899	1.9433335101698692	293	0.6006631070064091	0.9192913117424557
18-25y	81y+	0.5828804558977446	69	6141	1205	62511	2021-12-05	Canada	1.4901773263444482	899	4.046786384531947	94	0.2105415481603313	0.5196288607153104
26-45y	0-5y	1.0130690136346263	1342	22687	3650	62511	2021-12-05	Canada	1.12172456144057	9236	1.614095327453556	344	0.7405962781008434	0.9031352690838799
26-45y	12-17y	1.011523860122346	1489	22687	4056	62511	2021-12-05	Canada	1.12172456144057	9236	1.5047202211446067	396	0.7702608993185959	0.9017577887599258
26-45y	18-25y	1.0382540542185974	2314	22687	6141	62511	2021-12-05	Canada	1.12172456144057	9236	1.4901773263444482	899	0.7950176529020178	0.9255873410538716
26-45y	26-45y	1.12172456144057	9236	22687	22687	62511	2021-12-05	Canada	1.12172456144057	9236	1.12172456144057	9236	1	1
26-45y	46-65y	0.9715441397657896	4386	22687	12439	62511	2021-12-05	Canada	1.12172456144057	9236	1.0992945000818561	2721	0.8748633963544933	0.8661164898788417
26-45y	6-11y	0.8322914323148556	2798	22687	9263	62511	2021-12-05	Canada	1.12172456144057	9236	1.8213488245405016	2500	0.5655933938170636	0.7419748670261699
26-45y	65-80y	0.9289265085875494	1035	22687	3070	62511	2021-12-05	Canada	1.12172456144057	9236	1.9433335101698692	293	0.6061395816226568	0.8281235345284581
26-45y	81y+	0.6242448972275968	273	22687	1205	62511	2021-12-05	Canada	1.12172456144057	9236	4.046786384531947	94	0.2415569605067897	0.5565046168071001
46-65y	0-5y	0.8453693476218742	614	12439	3650	62511	2021-12-05	Canada	1.0992945000818561	2721	1.614095327453556	344	0.6231093955192779	0.7536336251175709
46-65y	12-17y	0.9478387866119999	765	12439	4056	62511	2021-12-05	Canada	1.0992945000818561	2721	1.5047202211446067	396	0.7279826637581973	0.8449835362388268
46-65y	18-25y	1.0458339612141971	1278	12439	6141	62511	2021-12-05	Canada	1.0992945000818561	2721	1.4901773263444482	899	0.8077585170390046	0.9323447102478432
46-65y	26-45y	0.9715441397657896	4386	12439	22687	62511	2021-12-05	Canada	1.0992945000818561	2721	1.12172456144057	9236	0.8748633963544933	0.8661164898788417
46-65y	46-65y	1.0992945000818561	2721	12439	12439	62511	2021-12-05	Canada	1.0992945000818561	2721	1.0992945000818561	2721	1	0.9800039491602929
46-65y	6-11y	0.6982289745826198	1287	12439	9263	62511	2021-12-05	Canada	1.0992945000818561	2721	1.8213488245405016	2500	0.4781336828747492	0.6224602710721804
46-65y	65-80y	1.131125154598087	691	12439	3070	62511	2021-12-05	Canada	1.0992945000818561	2721	1.9433335101698692	293	0.7435185312084902	1.0083804825896334
46-65y	81y+	0.863285230263937	207	12439	1205	62511	2021-12-05	Canada	1.0992945000818561	2721	4.046786384531947	94	0.33551172226812903	0.7696053558417822
6-11y	0-5y	0.9577269117523096	518	9263	3650	62511	2021-12-05	Canada	1.8213488245405016	2500	1.614095327453556	344	0.5575563853636857	0.8537986460083863
6-11y	12-17y	0.9700081936128573	583	9263	4056	62511	2021-12-05	Canada	1.8213488245405016	2500	1.5047202211446067	396	0.583276041651176	0.8647472177725416
6-11y	18-25y	0.6164935804625699	561	9263	6141	62511	2021-12-05	Canada	1.8213488245405016	2500	1.4901773263444482	899	0.3723320018462317	0.5495944384696726
6-11y	26-45y	0.8322914323148556	2798	9263	22687	62511	2021-12-05	Canada	1.8213488245405016	2500	1.12172456144057	9236	0.5655933938170636	0.7419748670261699
6-11y	46-65y	0.6982289745826198	1287	9263	12439	62511	2021-12-05	Canada	1.8213488245405016	2500	1.0992945000818561	2721	0.4781336828747492	0.6224602710721804
6-11y	6-11y	1.8213488245405016	2500	9263	9263	62511	2021-12-05	Canada	1.8213488245405016	2500	1.8213488245405016	2500	1	1.6237041490840158
6-11y	65-80y	0.6638552174758531	302	9263	3070	62511	2021-12-05	Canada	1.8213488245405016	2500	1.9433335101698692	293	0.3526752902124612	0.5918166012370273
6-11y	81y+	0.6440441447547307	115	9263	1205	62511	2021-12-05	Canada	1.8213488245405016	2500	4.046786384531947	94	0.21950555732219812	0.5741553380338037
65-80y	0-5y	0.9372048547588238	168	3070	3650	62511	2021-12-05	Canada	1.9433335101698692	293	1.614095327453556	344	0.5269001278940171	0.835503551384506
65-80y	12-17y	0.9638764945486319	192	3070	4056	62511	2021-12-05	Canada	1.9433335101698692	293	1.5047202211446067	396	0.5590843818905226	0.8592809034249705
65-80y	18-25y	1.0311916435004325	311	3070	6141	62511	2021-12-05	Canada	1.9433335101698692	293	1.4901773263444482	899	0.6006631070064091	0.9192913117424557
65-80y	26-45y	0.9289265085875494	1035	3070	22687	62511	2021-12-05	Canada	1.9433335101698692	293	1.12172456144057	9236	0.6061395816226568	0.8281235345284581
65-80y	46-65y	1.131125154598087	691	3070	12439	62511	2021-12-05	Canada	1.9433335101698692	293	1.0992945000818561	2721	0.7435185312084902	1.0083804825896334
65-80y	6-11y	0.6638552174758531	302	3070	9263	62511	2021-12-05	Canada	1.9433335101698692	293	1.8213488245405016	2500	0.3526752902124612	0.5918166012370273
65-80y	65-80y	1.9433335101698692	293	3070	3070	62511	2021-12-05	Canada	1.9433335101698692	293	1.9433335101698692	293	1	1.7324515990575722
65-80y	81y+	1.858761944665955	110	3070	1205	62511	2021-12-05	Canada	1.9433335101698692	293	4.046786384531947	94	0.6206092623655183	1.657057363778188
81y+	0-5y	0.5400827601887114	38	1205	3650	62511	2021-12-05	Canada	4.046786384531947	94	1.614095327453556	344	0.19081224009511488	0.4814753806363234
81y+	12-17y	0.5627613821437633	44	1205	4056	62511	2021-12-05	Canada	4.046786384531947	94	1.5047202211446067	396	0.20274185806365638	0.5016930193817272
81y+	18-25y	0.5828804558977446	69	1205	6141	62511	2021-12-05	Canada	4.046786384531947	94	1.4901773263444482	899	0.2105415481603313	0.5196288607153104
81y+	26-45y	0.6242448972275968	273	1205	22687	62511	2021-12-05	Canada	4.046786384531947	94	1.12172456144057	9236	0.2415569605067897	0.5565046168071001
81y+	46-65y	0.863285230263937	207	1205	12439	62511	2021-12-05	Canada	4.046786384531947	94	1.0992945000818561	2721	0.33551172226812903	0.7696053558417822
81y+	6-11y	0.6440441447547307	115	1205	9263	62511	2021-12-05	Canada	4.046786384531947	94	1.8213488245405016	2500	0.21950555732219812	0.5741553380338037
81y+	65-80y	1.858761944665955	110	1205	3070	62511	2021-12-05	Canada	4.046786384531947	94	1.9433335101698692	293	0.6206092623655183	1.657057363778188
81y+	81y+	4.046786384531947	94	1205	1205	62511	2021-12-05	Canada	4.046786384531947	94	4.046786384531947	94	1	3.6076471209071848
0-5y	0-5y	1.4618953367472534	1362	29170	29170	913297	2022-01-02	USA	1.4618953367472534	1362	1.4618953367472534	1362	1	1.4014174190715176
0-5y	12-17y	1.0133831454015847	2038	29170	62966	913297	2022-01-02	USA	1.4618953367472534	1362	1.3222443303594895	5740	0.7279686126197001	0.9714599646505326
0-5y	18-25y	0.9146888419804848	4529	29170	155026	913297	2022-01-02	USA	1.4618953367472534	1362	1.1958752853605952	31469	0.6883128546699453	0.87684859781684
0-5y	26-45y	0.9873171865652796	11077	29170	351270	913297	2022-01-02	USA	1.4618953367472534	1362	1.043154820864011	140935	0.7882614115054316	0.9464723421855225
0-5y	46-65y	0.970951082863161	6280	29170	202506	913297	2022-01-02	USA	1.4618953367472534	1362	1.046750889331648	47001	0.7740837052028579	0.9307832964419932
0-5y	6-11y	1.2627042305992078	1893	29170	46938	913297	2022-01-02	USA	1.4618953367472534	1362	1.4645577704509363	3533	0.8629587998477319	1.2104667546408416
0-5y	65-80y	0.9463726528845257	1578	29170	52206	913297	2022-01-02	USA	1.4618953367472534	1362	1.3377092364237062	3992	0.6760759444056922	0.9072216644703576
0-5y	81y+	0.9784947217318183	413	29170	13215	913297	2022-01-02	USA	1.4618953367472534	1362	4.434794997429657	848	0.33187929712385056	0.9380148585435891
12-17y	0-5y	1.0133831454015847	2038	62966	29170	913297	2022-01-02	USA	1.3222443303594895	5740	1.4618953367472534	1362	0.7279686126197001	0.9714599646505326
12-17y	12-17y	1.3222443303594895	5740	62966	62966	913297	2022-01-02	USA	1.3222443303594895	5740	1.3222443303594895	5740	1	1.2675437086743442
12-17y	18-25y	0.9481614295429395	10134	62966	155026	913297	2022-01-02	USA	1.3222443303594895	5740	1.1958752853605952	31469	0.7530710007767459	0.9089364402856409
12-17y	26-45y	0.970566106011972	23505	62966	351270	913297	2022-01-02	USA	1.3222443303594895	5740	1.043154820864011	140935	0.8206362173673291	0.9304142459007992
12-17y	46-65y	0.9911544998256621	13838	62966	202506	913297	2022-01-02	USA	1.3222443303594895	5740	1.046750889331648	47001	0.8367720555847182	0.9501509076138107
12-17y	6-11y	1.1245102052354283	3639	62966	46938	913297	2022-01-02	USA	1.3222443303594895	5740	1.4645577704509363	3533	0.8070255185385509	1.0779897506527683
12-17y	65-80y	0.9262988025702079	3334	62966	52206	913297	2022-01-02	USA	1.3222443303594895	5740	1.3377092364237062	3992	0.6964774228675155	0.8879782598358554
12-17y	81y+	0.9011185215969572	821	62966	13215	913297	2022-01-02	USA	1.3222443303594895	5740	4.434794997429657	848	0.313049284637425	0.8638396751601937
18-25y	0-5y	0.9146888419804848	4529	155026	29170	913297	2022-01-02	USA	1.1958752853605952	31469	1.4618953367472534	1362	0.6883128546699453	0.87684859781684
18-25y	12-17y	0.9481614295429395	10134	155026	62966	913297	2022-01-02	USA	1.1958752853605952	31469	1.3222443303594895	5740	0.7530710007767459	0.9089364402856409
18-25y	18-25y	1.1958752853605952	31469	155026	155026	913297	2022-01-02	USA	1.1958752853605952	31469	1.1958752853605952	31469	1	1.146402491214191
18-25y	26-45y	0.9884494284169107	58937	155026	351270	913297	2022-01-02	USA	1.1958752853605952	31469	1.043154820864011	140935	0.8829264293222107	0.9475577437280216
18-25y	46-65y	0.9599108248727622	32996	155026	202506	913297	2022-01-02	USA	1.1958752853605952	31469	1.046750889331648	47001	0.8560595927268094	0.9201997686955994
18-25y	6-11y	0.9256460105529014	7375	155026	46938	913297	2022-01-02	USA	1.1958752853605952	31469	1.4645577704509363	3533	0.6958611557850642	0.8873524735151195
18-25y	65-80y	0.9248877351983151	8196	155026	52206	913297	2022-01-02	USA	1.1958752853605952	31469	1.3377092364237062	3992	0.7301021357258324	0.8866255676528063
18-25y	81y+	0.8969501333546585	2012	155026	13215	913297	2022-01-02	USA	1.1958752853605952	31469	4.434794997429657	848	0.31859444375428037	0.8598437311651823
26-45y	0-5y	0.9873171865652796	11077	351270	29170	913297	2022-01-02	USA	1.043154820864011	140935	1.4618953367472534	1362	0.7882614115054316	0.9464723421855225
26-45y	12-17y	0.970566106011972	23505	351270	62966	913297	2022-01-02	USA	1.043154820864011	140935	1.3222443303594895	5740	0.8206362173673291	0.9304142459007992
26-45y	18-25y	0.9884494284169107	58937	351270	155026	913297	2022-01-02	USA	1.043154820864011	140935	1.1958752853605952	31469	0.8829264293222107	0.9475577437280216
26-45y	26-45y	1.043154820864011	140935	351270	351270	913297	2022-01-02	USA	1.043154820864011	140935	1.043154820864011	140935	1	1
26-45y	46-65y	0.9811221014602256	76417	351270	202506	913297	2022-01-02	USA	1.043154820864011	140935	1.046750889331648	47001	0.9389151832772132	0.9405335448170525
26-45y	6-11y	1.0191004756171886	18398	351270	46938	913297	2022-01-02	USA	1.043154820864011	140935	1.4645577704509363	3533	0.8127729462671892	0.9769407716230475
26-45y	65-80y	0.9277197036870217	18628	351270	52206	913297	2022-01-02	USA	1.043154820864011	140935	1.3377092364237062	3992	0.7793134604618132	0.8893403789464559
26-45y	81y+	0.9024695203322605	4587	351270	13215	913297	2022-01-02	USA	1.043154820864011	140935	4.434794997429657	848	0.3294917077620735	0.8651347837176984
46-65y	0-5y	0.970951082863161	6280	202506	29170	913297	2022-01-02	USA	1.046750889331648	47001	1.4618953367472534	1362	0.7740837052028579	0.9307832964419932
46-65y	12-17y	0.9911544998256621	13838	202506	62966	913297	2022-01-02	USA	1.046750889331648	47001	1.3222443303594895	5740	0.8367720555847182	0.9501509076138107
46-65y	18-25y	0.9599108248727622	32996	202506	155026	913297	2022-01-02	USA	1.046750889331648	47001	1.1958752853605952	31469	0.8560595927268094	0.9201997686955994
46-65y	26-45y	0.9811221014602256	76417	202506	351270	913297	2022-01-02	USA	1.046750889331648	47001	1.043154820864011	140935	0.9389151832772132	0.9405335448170525
46-65y	46-65y	1.046750889331648	47001	202506	202506	913297	2022-01-02	USA	1.046750889331648	47001	1.046750889331648	47001	1	1.0034473008183564
46-65y	6-11y	1.013874820891856	10552	202506	46938	913297	2022-01-02	USA	1.046750889331648	47001	1.4645577704509363	3533	0.807447397548999	0.9719312997586463
46-65y	65-80y	0.9816275155850804	11363	202506	52206	913297	2022-01-02	USA	1.046750889331648	47001	1.3377092364237062	3992	0.8233541043376588	0.9410180501989441
46-65y	81y+	1.023489600392216	2999	202506	13215	913297	2022-01-02	USA	1.046750889331648	47001	4.434794997429657	848	0.373431007068311	0.9811483203849771
6-11y	0-5y	1.2627042305992078	1893	46938	29170	913297	2022-01-02	USA	1.4645577704509363	3533	1.4618953367472534	1362	0.8629587998477319	1.2104667546408416
6-11y	12-17y	1.1245102052354283	3639	46938	62966	913297	2022-01-02	USA	1.4645577704509363	3533	1.3222443303594895	5740	0.8070255185385509	1.0779897506527683
6-11y	18-25y	0.9256460105529014	7375	46938	155026	913297	2022-01-02	USA	1.4645577704509363	3533	1.1958752853605952	31469	0.6958611557850642	0.8873524735151195
6-11y	26-45y	1.0191004756171886	18398	46938	351270	913297	2022-01-02	USA	1.4645577704509363	3533	1.043154820864011	140935	0.8127729462671892	0.9769407716230475
6-11y	46-65y	1.013874820891856	10552	46938	202506	913297	2022-01-02	USA	1.4645577704509363	3533	1.046750889331648	47001	0.807447397548999	0.9719312997586463
6-11y	6-11y	1.4645577704509363	3533	46938	46938	913297	2022-01-02	USA	1.4645577704509363	3533	1.4645577704509363	3533	1	1.403969709153902
6-11y	65-80y	0.9772365885339429	2622	46938	52206	913297	2022-01-02	USA	1.4645577704509363	3533	1.3377092364237062	3992	0.6974614382830358	0.9368087737202134
6-11y	81y+	0.9290725803805849	631	46938	13215	913297	2022-01-02	USA	1.4645577704509363	3533	4.434794997429657	848	0.3149744105621147	0.8906372877719767
65-80y	0-5y	0.9463726528845257	1578	52206	29170	913297	2022-01-02	USA	1.3377092364237062	3992	1.4618953367472534	1362	0.6760759444056922	0.9072216644703576
65-80y	12-17y	0.9262988025702079	3334	52206	62966	913297	2022-01-02	USA	1.3377092364237062	3992	1.3222443303594895	5740	0.6964774228675155	0.8879782598358554
65-80y	18-25y	0.9248877351983151	8196	52206	155026	913297	2022-01-02	USA	1.3377092364237062	3992	1.1958752853605952	31469	0.7301021357258324	0.8866255676528063
65-80y	26-45y	0.9277197036870217	18628	52206	351270	913297	2022-01-02	USA	1.3377092364237062	3992	1.043154820864011	140935	0.7793134604618132	0.8893403789464559
65-80y	46-65y	0.9816275155850804	11363	52206	202506	913297	2022-01-02	USA	1.3377092364237062	3992	1.046750889331648	47001	0.8233541043376588	0.9410180501989441
65-80y	6-11y	0.9772365885339429	2622	52206	46938	913297	2022-01-02	USA	1.3377092364237062	3992	1.4645577704509363	3533	0.6974614382830358	0.9368087737202134
65-80y	65-80y	1.3377092364237062	3992	52206	52206	913297	2022-01-02	USA	1.3377092364237062	3992	1.3377092364237062	3992	1	1.2823688388994123
65-80y	81y+	1.5329677003971098	1158	52206	13215	913297	2022-01-02	USA	1.3377092364237062	3992	4.434794997429657	848	0.5311274408104839	1.4695495526995725
81y+	0-5y	0.9784947217318183	413	13215	29170	913297	2022-01-02	USA	4.434794997429657	848	1.4618953367472534	1362	0.33187929712385056	0.9380148585435891
81y+	12-17y	0.9011185215969572	821	13215	62966	913297	2022-01-02	USA	4.434794997429657	848	1.3222443303594895	5740	0.313049284637425	0.8638396751601937
81y+	18-25y	0.8969501333546585	2012	13215	155026	913297	2022-01-02	USA	4.434794997429657	848	1.1958752853605952	31469	0.31859444375428037	0.8598437311651823
81y+	26-45y	0.9024695203322605	4587	13215	351270	913297	2022-01-02	USA	4.434794997429657	848	1.043154820864011	140935	0.3294917077620735	0.8651347837176984
81y+	46-65y	1.023489600392216	2999	13215	202506	913297	2022-01-02	USA	4.434794997429657	848	1.046750889331648	47001	0.373431007068311	0.9811483203849771
81y+	6-11y	0.9290725803805849	631	13215	46938	913297	2022-01-02	USA	4.434794997429657	848	1.4645577704509363	3533	0.3149744105621147	0.8906372877719767
81y+	65-80y	1.5329677003971098	1158	13215	52206	913297	2022-01-02	USA	4.434794997429657	848	1.3377092364237062	3992	0.5311274408104839	1.4695495526995725
81y+	81y+	4.434794997429657	848	13215	13215	913297	2022-01-02	USA	4.434794997429657	848	4.434794997429657	848	1	4.251329628862245
0-5y	0-5y	6.073192239858907	9	126	126	10713	2022-01-02	Mexico	6.073192239858907	9	6.073192239858907	9	1	5.944392148643319
0-5y	12-17y	0.8918858918858918	3	126	286	10713	2022-01-02	Mexico	6.073192239858907	9	0.9168174482859798	7	0.25518874269903735	0.8729708008280354
0-5y	18-25y	1.1989302967563837	24	126	1702	10713	2022-01-02	Mexico	6.073192239858907	9	1.198221557274845	324	0.32976538819148993	1.1735034165450402
0-5y	26-45y	0.8418216424817085	45	126	4545	10713	2022-01-02	Mexico	6.073192239858907	9	1.0216674956824616	1970	0.2373046610814989	0.8239683126254123
