x	y	RR	N_pairs	N_x	N_y	N_total	nb_dist	euclid_dist	min_cbsa_dist
Minnesota	Mexico	0.2776646476124415	3272	2461420	346049	72282076	5	17183.411942952298	NA
Minnesota	Michigan	0.6309104957869254	31206	2461420	1452497	72282076	2	12556.850397138332	303.23
Minnesota	Minnesota	17.430242844789557	1460980	2461420	2461420	72282076	0	0	0
Minnesota	Mississippi	0.5041846165648474	2294	2461420	133613	72282076	4	7956.760616693977	972.36
Minnesota	Missouri	0.814583267927367	9316	2461420	335845	72282076	2	9181.490428142672	369.77
Minnesota	Montana	0.9282603888892162	9345	2461420	295634	72282076	2	7144.537851074844	922.52
Minnesota	Nebraska	1.2382665789143277	12390	2461420	293834	72282076	2	7746.589468250199	122.09
Minnesota	Nevada	0.4290855823028036	10737	2461420	734825	72282076	4	5402.6352533202735	1562.13
Minnesota	New Brunswick	0.03919219280050563	234	2461420	175332	72282076	3	11865.09309021374	NA
Minnesota	New Hampshire	0.2244423852297118	1536	2461420	200970	72282076	3	15336.349609422738	1519.11
Minnesota	New Jersey	0.3785278959555702	18043	2461420	1399767	72282076	3	8622.764250739418	1330.94
Minnesota	New Mexico	0.4897943069487831	8664	2461420	519457	72282076	4	9988.535168999677	1072.74
Minnesota	New York	0.37169989307538204	53965	2461420	4263484	72282076	2	13878.71983457954	963.36
Minnesota	Newfoundland and Labrador	0.1520957165363578	211	2461420	40739	72282076	3	6036.2388414960315	NA
Minnesota	North Carolina	0.27293030243142674	13584	2461420	1461574	72282076	4	5802.735573812503	1140.6
Minnesota	North Dakota	4.137024490997237	46929	2461420	333118	72282076	1	15706.501714094167	70.25
Minnesota	Nova Scotia	0.05860462451780148	403	2461420	201938	72282076	4	9814.001203532	NA
Minnesota	Ohio	0.5960609958469121	11650	2461420	573958	72282076	3	10406.998357564353	603.59
Minnesota	Oklahoma	0.5024018259956112	3404	2461420	198968	72282076	3	16613.857690826844	746.55
Minnesota	Ontario	0.1270273931509723	17498	2461420	4045162	72282076	1	6272.483370659736	NA
Minnesota	Oregon	0.35786341333327243	8100	2461420	664680	72282076	4	3827.095733633086	1620.7
Minnesota	Pennsylvania	0.43689925561460063	13155	2461420	884208	72282076	3	14344.664718611615	913.33
Minnesota	Prince Edward Island	0.11836889090284335	45	2461420	11164	72282076	NA	9184.515507208507	NA
Minnesota	Quebec	0.060526480700880236	3224	2461420	1564208	72282076	2	6096.71629041682	NA
Minnesota	Rhode Island	0.15066890146926945	2339	2461420	455881	72282076	4	5642.949174925174	1630.96
Minnesota	Saskatchewan	0.08372689939640682	2557	2461420	896831	72282076	2	15375.117626211702	NA
Minnesota	South Carolina	0.3785892640338701	4699	2461420	364487	72282076	5	15612.729229562765	1211.5
Minnesota	South Dakota	5.405429946102775	18399	2461420	99956	72282076	1	5722.5407265535505	68.31
Minnesota	Tennessee	0.8838080365259507	15255	2461420	506873	72282076	3	4192.195409792761	832.63
Minnesota	Texas	0.3737421731589041	39499	2461420	3103551	72282076	4	2391.165100177668	936.84
Minnesota	Utah	0.7978949724585138	34429	2461420	1267137	72282076	3	7925.559209193394	1112.29
Minnesota	Vermont	0.20440974153817373	3567	2461420	512444	72282076	3	12879.966477628132	1441.79
Minnesota	Virginia	0.3449796178758515	12261	2461420	1043704	72282076	4	11496.562101850865	1078.25
Minnesota	Washington	0.4178340301648143	26912	2461420	1891416	72282076	4	17805.971787109815	1523.45
Minnesota	West Virginia	0.2603000772241701	2717	2461420	306521	72282076	4	1653.3261815639016	929.01
Minnesota	Wisconsin	2.8571017479688505	105955	2461420	1089032	72282076	1	10328.741049666372	47.96
Minnesota	Wyoming	0.5933790933697719	16355	2461420	809400	72282076	2	10537.4149576914	685.34
Mississippi	Alabama	7.381035161393636	2560	133613	187631	72282076	1	11389.77247821914	61.41
Mississippi	Alaska	1.1276589982904086	229	133613	109860	72282076	7	4894.210995466142	3864.82
Mississippi	Alberta	0.0730087167081459	234	133613	1733896	72282076	6	17628.968603677702	NA
Mississippi	Arizona	0.6314713391246254	1794	133613	1536918	72282076	4	15791.818203353389	1738.45
Mississippi	Arkansas	4.074485187265371	2104	133613	279354	72282076	1	16709.82350880966	84.8
Mississippi	British Columbia	0.0565230370378833	603	133613	5771301	72282076	6	15894.512652000582	NA
Mississippi	California	0.5289089293497394	10917	133613	11166172	72282076	4	7865.453748041223	2254.66
Mississippi	Colorado	0.6426193205502303	4159	133613	3501201	72282076	3	17418.840588536284	1314.83
Mississippi	Connecticut	0.41341863275588003	714	133613	934308	72282076	6	16760.83720849251	1503.2
Mississippi	Delaware	0.7395712916932141	357	133613	261138	72282076	4	16481.026015810196	1250.82
Mississippi	District of Columbia	0.7178981721503301	322	133613	242647	72282076	3	10971.13027996194	1078.36
Mississippi	Florida	1.3401627296286946	6067	133613	2449054	72282076	2	3356.9970240905413	176.86
Mississippi	Georgia	2.6421149522488205	3376	133613	691246	72282076	2	5324.250021611198	290.29
Mississippi	Hawaii	0.33263210251309	283	133613	460261	72282076	NA	10141.413610157151	6479.35
Mississippi	Idaho	0.40450471197191884	238	133613	318299	72282076	5	1943.7892827624864	2020.24
Mississippi	Illinois	1.215002205003049	2686	133613	1195944	72282076	3	12017.68910089733	245.79
Mississippi	Indiana	0.9869789108022944	763	133613	418214	72282076	3	11594.94089581206	362.77
Mississippi	Iowa	1.4280954428043116	780	133613	295474	72282076	3	10195.739990546585	643.46
Mississippi	Kansas	1.0887445816997972	487	133613	241983	72282076	3	11373.886184254345	474.46
Mississippi	Kentucky	1.4281990838977148	559	133613	211741	72282076	2	14948.349121624897	194.84
Mississippi	Louisiana	7.739778919211306	7040	133613	492069	72282076	1	14764.634202963189	38.21
Mississippi	Maine	0.3269914963713922	160	133613	264707	72282076	7	1865.346472231528	1836.28
Mississippi	Manitoba	0.07664225119996591	25	133613	176463	72282076	5	8851.679334761531	NA
Mississippi	Maryland	1.1836066566501033	2184	133613	998222	72282076	3	17306.217270925044	1007.12
Mississippi	Massachusetts	0.3980726296779762	2505	133613	3404296	72282076	6	6382.333788037667	1569.12
Mississippi	Mexico	0.8504390686982967	544	133613	346049	72282076	3	14745.468177960967	NA
Mississippi	Michigan	0.6853059161335335	1840	133613	1452497	72282076	4	18590.811173800183	784.29
Mississippi	Minnesota	0.5041846165648474	2294	133613	2461420	72282076	4	7956.760616693977	972.36
Mississippi	Mississippi	128.08986079577485	31636	133613	133613	72282076	0	0	0
Mississippi	Missouri	1.565702626194103	972	133613	335845	72282076	2	1270.3812548448775	128.93
Mississippi	Montana	0.4373462665951494	239	133613	295634	72282076	5	8674.681160728447	1990.07
Mississippi	Nebraska	1.2611606924872651	685	133613	293834	72282076	3	1673.784415978251	839.35
Mississippi	Nevada	0.7524001519085348	1022	133613	734825	72282076	5	3517.872486869292	2208.32
Mississippi	New Brunswick	0.04936745037833415	16	133613	175332	72282076	7	7305.709410477122	NA
Mississippi	New Hampshire	0.35263219890234554	131	133613	200970	72282076	7	7393.364586032736	1667.74
Mississippi	New Jersey	0.5348872447357956	1384	133613	1399767	72282076	5	15710.941673701407	1290.05
Mississippi	New Mexico	0.6758915172213312	649	133613	519457	72282076	3	9476.931606104214	1140.28
Mississippi	New York	0.5218863933928962	4113	133613	4263484	72282076	5	18145.898670516643	1145.77
Mississippi	Newfoundland and Labrador	0.2124670171023855	16	133613	40739	72282076	7	2318.2836627085803	NA
Mississippi	North Carolina	1.532732350330709	4141	133613	1461574	72282076	2	3937.1446583562865	514.06
Mississippi	North Dakota	0.7275482755974705	448	133613	333118	72282076	5	16322.32680406485	1384.28
Mississippi	Nova Scotia	0.06965257869316421	26	133613	201938	72282076	8	5713.771024467357	NA
Mississippi	Ohio	2.1028164161117853	2231	133613	573958	72282076	3	3290.2019818898707	592.34
Mississippi	Oklahoma	3.170277058855882	1166	133613	198968	72282076	2	8657.18088887809	373.11
Mississippi	Ontario	0.12865333696592432	962	133613	4045162	72282076	5	14157.683509287315	NA
Mississippi	Oregon	0.6332116373922487	778	133613	664680	72282076	5	7393.007434250261	2533.62
Mississippi	Pennsylvania	0.859614606537764	1405	133613	884208	72282076	4	10119.358411321671	986.12
Mississippi	Prince Edward Island	0.2422880975176781	5	133613	11164	72282076	NA	14153.702972981637	NA
Mississippi	Quebec	0.11897229572784092	344	133613	1564208	72282076	6	3224.063969535779	NA
Mississippi	Rhode Island	0.3631213934678378	306	133613	455881	72282076	7	13220.439847666088	1684.79
Mississippi	Saskatchewan	0.0699728043229942	116	133613	896831	72282076	6	16501.658984948295	NA
Mississippi	South Carolina	2.333202325675608	1572	133613	364487	72282076	3	11951.930886204807	500.35
Mississippi	South Dakota	0.4816849091850285	89	133613	99956	72282076	4	13334.279210215182	1005.17
Mississippi	Tennessee	4.179510564003445	3916	133613	506873	72282076	1	4356.813886379806	90.38
Mississippi	Texas	1.7960931876603101	10304	133613	3103551	72282076	2	9147.65191947588	303.81
Mississippi	Utah	0.685652194994153	1606	133613	1267137	72282076	4	1719.7911976922526	1794.29
Mississippi	Vermont	0.3452099001860968	327	133613	512444	72282076	6	16703.267650321563	1611.45
Mississippi	Virginia	0.8329528738712765	1607	133613	1043704	72282076	2	12007.281163101898	586.06
Mississippi	Washington	0.626381551805855	2190	133613	1891416	72282076	6	14252.769670799817	2585.19
Mississippi	West Virginia	1.8496218662174695	1048	133613	306521	72282076	3	6401.182152345455	659.89
Mississippi	Wisconsin	1.0322545458486754	2078	133613	1089032	72282076	4	8402.636341794558	854.14
Mississippi	Wyoming	0.17444527447082264	261	133613	809400	72282076	4	12734.191517930994	1461.25
Missouri	Alabama	2.3744196769674923	2070	335845	187631	72282076	2	10369.003531481518	260.12
Missouri	Alaska	0.5975193514628064	305	335845	109860	72282076	5	3815.95684082587	3126.31
Missouri	Alberta	0.13703697366291648	1104	335845	1733896	72282076	4	16679.799625042717	NA
Missouri	Arizona	0.8932923927185712	6379	335845	1536918	72282076	3	15208.99033477901	1429.66
Missouri	Arkansas	3.697324648176535	4799	335845	279354	72282076	1	15563.244662194818	42.94
Missouri	British Columbia	0.13287210869626895	3563	335845	5771301	72282076	4	14647.9994020733	NA
Missouri	California	0.7597890316596786	39419	335845	11166172	72282076	4	8126.579470924483	1946.4
Missouri	Colorado	0.8998216316398937	14638	335845	3501201	72282076	2	16836.241987735837	694.44
Missouri	Connecticut	0.5784267585160424	2511	335845	934308	72282076	5	16480.57774802039	1461.7
Missouri	Delaware	0.6354421731839314	771	335845	261138	72282076	4	15360.429561739444	1241.76
Missouri	District of Columbia	0.6696744902677085	755	335845	242647	72282076	3	12223.285568743431	1067.11
Missouri	Florida	1.0298735952793283	11719	335845	2449054	72282076	3	4017.689343125289	672.79
Missouri	Georgia	1.9543899819729829	6277	335845	691246	72282076	2	4380.553960932358	422.03
Missouri	Hawaii	0.7809154672808857	1670	335845	460261	72282076	NA	9147.29143596581	6148.2
Missouri	Idaho	1.29419104252652	1914	335845	318299	72282076	3	816.5692264069575	1341.87
Missouri	Illinois	3.25965226909629	18113	335845	1195944	72282076	1	11132.68254963902	43.5
Missouri	Indiana	2.0986517838095926	4078	335845	418214	72282076	2	11531.80831936703	203.88
Missouri	Iowa	2.722046605651786	3737	335845	295474	72282076	1	9019.090525013258	69.38
Missouri	Kansas	9.751600492498271	10964	335845	241983	72282076	1	10327.28699954408	55.61
Missouri	Kentucky	2.357151622617278	2319	335845	211741	72282076	1	14523.465250296364	65.29
Missouri	Louisiana	1.172196765710785	2680	335845	492069	72282076	2	13495.2915612363	427.97
Missouri	Maine	0.8651032274701622	1064	335845	264707	72282076	5	1351.4895921971945	1749.4
Missouri	Manitoba	0.1561162252161184	128	335845	176463	72282076	3	7645.645607207147	NA
Missouri	Maryland	0.6705404510907182	3110	335845	998222	72282076	3	16528.218668430534	970.53
Missouri	Massachusetts	0.42668153028289607	6749	335845	3404296	72282076	5	5421.109473032797	1499.34
Missouri	Mexico	0.6318992497917747	1016	335845	346049	72282076	3	13481.90740195816	NA
Missouri	Michigan	0.771253628308679	5205	335845	1452497	72282076	3	17990.85053487804	436.95
Missouri	Minnesota	0.814583267927367	9316	335845	2461420	72282076	2	9181.490428142672	369.77
Missouri	Mississippi	1.565702626194103	972	335845	133613	72282076	2	1270.3812548448775	128.93
Missouri	Missouri	40.52445978660206	63236	335845	335845	72282076	0	0	0
Missouri	Montana	0.7003456296657342	962	335845	295634	72282076	3	9491.73891752156	1274.68
Missouri	Nebraska	2.6171143533558356	3573	335845	293834	72282076	1	1983.8553034721083	139.67
Missouri	Nevada	0.8944927806422893	3054	335845	734825	72282076	4	4377.27450130353	1741.35
Missouri	New Brunswick	0.12029750479714436	98	335845	175332	72282076	5	7076.724248235422	NA
Missouri	New Hampshire	0.4862015631014158	454	335845	200970	72282076	5	6200.625130551732	1588.48
Missouri	New Jersey	0.8416679168026786	5474	335845	1399767	72282076	4	16327.147958921343	1271.27
Missouri	New Mexico	0.9384482606144704	2265	335845	519457	72282076	2	9117.405925456273	867.25
Missouri	New York	0.8148122139109937	16141	335845	4263484	72282076	4	16878.46605789546	1004.93
Missouri	Newfoundland and Labrador	0.1954713400266979	37	335845	40739	72282076	5	3557.591905813478	NA
Missouri	North Carolina	0.8914835591337618	6054	335845	1461574	72282076	2	4592.072986503143	598.04
Missouri	North Dakota	0.9394161811844183	1454	335845	333118	72282076	3	15121.990722576826	677.45
Missouri	Nova Scotia	0.11084268032235989	104	335845	201938	72282076	6	5875.742488567436	NA
Missouri	Ohio	1.1088248267968426	2957	335845	573958	72282076	2	2243.324217122593	495.41
Missouri	Oklahoma	2.7075054873404176	2503	335845	198968	72282076	1	7436.290823870576	39.15
Missouri	Ontario	0.23681728935250743	4451	335845	4045162	72282076	3	15289.641849448732	NA
Missouri	Oregon	0.6660600887074872	2057	335845	664680	72282076	4	8586.924152420568	1905.53
Missouri	Pennsylvania	0.7974090927086056	3276	335845	884208	72282076	3	9058.97186812136	904.73
Missouri	Prince Edward Island	0.48196101627195015	25	335845	11164	72282076	NA	14269.1565720875	NA
Missouri	Quebec	0.14928871017882372	1085	335845	1564208	72282076	4	3915.669033283592	NA
Missouri	Rhode Island	0.42914506369274613	909	335845	455881	72282076	6	14237.813595441774	1644.11
Missouri	Saskatchewan	0.13967031200284766	582	335845	896831	72282076	4	15374.470782832086	NA
Missouri	South Carolina	0.9329680561131419	1580	335845	364487	72282076	3	10805.812453528157	623.34
Missouri	South Dakota	1.7720774421634025	823	335845	99956	72282076	2	14359.75463795055	266.76
Missouri	Tennessee	2.167645801269236	5105	335845	506873	72282076	1	5380.192575297402	60.65
Missouri	Texas	0.9986780263444672	14401	335845	3103551	72282076	2	10192.366879412568	368.22
Missouri	Utah	0.9336710542421245	5497	335845	1267137	72282076	3	1901.400010703515	1240.98
Missouri	Vermont	0.44813590083573257	1067	335845	512444	72282076	5	16396.361925915968	1522.17
Missouri	Virginia	1.0510636484446578	5097	335845	1043704	72282076	2	11459.074871471334	623.36
Missouri	Washington	0.6686309243681292	5876	335845	1891416	72282076	4	13026.42246593732	1892.41
Missouri	West Virginia	0.8587326066788404	1223	335845	306521	72282076	2	7653.45183961135	622.87
Missouri	Wisconsin	1.0515849163928317	5321	335845	1089032	72282076	2	8605.2664328701685	321.38
Missouri	Wyoming	0.4677290775790924	1759	335845	809400	72282076	2	13092.513536688431	828.7
Montana	Alabama	0.3752875286482607	288	295634	187631	72282076	5	10514.728087272237	2149.52
Montana	Alaska	1.364259911520065	613	295634	109860	72282076	2	13195.168153910938	1409.64
Montana	Alberta	0.09828471241213428	697	295634	1733896	72282076	1	13717.830469369434	NA
Montana	Arizona	1.4961817076310828	9405	295634	1536918	72282076	3	9143.576844793814	1078.52
Montana	Arkansas	0.39910409714453	456	295634	279354	72282076	4	14349.096081331185	1626.07
Montana	British Columbia	0.1193409139417366	2817	295634	5771301	72282076	1	14312.817559601855	NA
Montana	California	0.6089158749588306	27809	295634	11166172	72282076	3	13612.221470894196	863.43
Montana	Colorado	0.7530066285249402	10783	295634	3501201	72282076	2	9813.525103987866	569.12
Montana	Connecticut	0.25619394553620845	979	295634	934308	72282076	5	8896.070924729369	2867.22
Montana	Delaware	0.4138361580781825	442	295634	261138	72282076	6	14620.60468636632	2788.03
Montana	District of Columbia	0.2085795168302468	207	295634	242647	72282076	6	7046.4892802140785	2669.47
Montana	Florida	0.2989025861966121	2994	295634	2449054	72282076	6	10303.877786830772	2512.32
Montana	Georgia	0.368208946191283	1041	295634	691246	72282076	5	13865.170467383408	2298.67
Montana	Hawaii	0.7309547539959744	1376	295634	460261	72282076	NA	18203.75514861643	4783.36
Montana	Idaho	3.968216562823486	5166	295634	318299	72282076	1	10304.151898205524	155.32
Montana	Illinois	0.4256436107664713	2082	295634	1195944	72282076	3	9614.072122041796	1529.4
Montana	Indiana	0.3174515854374348	543	295634	418214	72282076	4	5347.113344902096	1736.16
Montana	Iowa	0.5113820048082026	618	295634	295474	72282076	2	11909.560602834596	1055.03
Montana	Kansas	0.3586903842410505	355	295634	241983	72282076	3	10729.41488051997	1076.37
Montana	Kentucky	0.5427116394992261	470	295634	211741	72282076	4	8271.569093898479	1921
Montana	Louisiana	0.4198623586164607	845	295634	492069	72282076	5	14238.647284192491	1953.24
Montana	Maine	0.26047132549149216	282	295634	264707	72282076	4	8490.38281647674	3016.93
Montana	Manitoba	0.17873610512276614	129	295634	176463	72282076	2	12037.279495587814	NA
Montana	Maryland	0.3336001277505891	1362	295634	998222	72282076	6	10231.522640345316	2533.63
Montana	Massachusetts	0.3138559456524099	4370	295634	3404296	72282076	5	14881.451342829274	2847.73
Montana	Mexico	0.40131646211274663	568	295634	346049	72282076	4	13552.23058425702	NA
Montana	Michigan	0.1833111464370273	1089	295634	1452497	72282076	4	10349.71086806942	1574.71
Montana	Minnesota	0.9282603888892162	9345	295634	2461420	72282076	2	7144.537851074844	922.52
Montana	Mississippi	0.4373462665951494	239	295634	133613	72282076	5	8674.681160728447	1990.07
Montana	Missouri	0.7003456296657342	962	295634	335845	72282076	3	9491.73891752156	1274.68
Montana	Montana	103.07123597928022	124628	295634	295634	72282076	0	0	0
Montana	Nebraska	0.5683225576586011	683	295634	293834	72282076	2	10082.650388346512	601.06
Montana	Nevada	1.0763824285972776	3235	295634	734825	72282076	2	9701.259756442276	602.03
Montana	New Brunswick	0.0585685323834803	42	295634	175332	72282076	4	5658.442923622821	NA
Montana	New Hampshire	0.25426775669975965	209	295634	200970	72282076	4	11459.74542322221	2879.92
Montana	New Jersey	0.3650621214881219	2090	295634	1399767	72282076	5	12108.121841416576	2741.74
Montana	New Mexico	0.7587377149189897	1612	295634	519457	72282076	3	16944.734602551547	1015.6
Montana	New York	0.3622043999283656	6316	295634	4263484	72282076	4	12328.167096457108	2370.03
Montana	Newfoundland and Labrador	0.28207443798239695	47	295634	40739	72282076	3	6826.552325285292	NA
Montana	North Carolina	0.41703999585576007	2493	295634	1461574	72282076	5	10527.423853589413	2438.37
Montana	North Dakota	1.746113939851056	2379	295634	333118	72282076	1	12170.765632358649	490.51
Montana	Nova Scotia	0.046008892989812554	38	295634	201938	72282076	5	4657.133717823223	NA
Montana	Ohio	0.3416413997256672	802	295634	573958	72282076	5	11717.966425063254	2013.6
Montana	Oklahoma	0.4104303520745206	334	295634	198968	72282076	3	12217.199700862464	1163.06
Montana	Ontario	0.06908544341232105	1143	295634	4045162	72282076	3	9576.266438147746	NA
Montana	Oregon	2.3630295844328777	6424	295634	664680	72282076	2	3418.8940876391216	348.18
Montana	Pennsylvania	0.3968018597619274	1435	295634	884208	72282076	5	17737.434650209772	2323.33
Montana	Prince Edward Island	0.1314037203787139	6	295634	11164	72282076	NA	14444.299551698085	NA
Montana	Quebec	0.023133612174899877	148	295634	1564208	72282076	3	10170.641210162225	NA
Montana	Rhode Island	0.2601156509846191	485	295634	455881	72282076	6	10221.80673932758	3022.97
Montana	Saskatchewan	0.1684822296382472	618	295634	896831	72282076	1	11586.361771434813	NA
Montana	South Carolina	0.2891155594251387	431	295634	364487	72282076	6	17286.33784363169	2485.56
Montana	South Dakota	2.5585803136184335	1046	295634	99956	72282076	1	10183.418102709978	420.31
Montana	Tennessee	0.5662981942638873	1174	295634	506873	72282076	4	9040.88852902007	1939.44
Montana	Texas	0.3783027576435332	4802	295634	3103551	72282076	4	9373.689068800812	1235.74
Montana	Utah	1.8899795533072585	9795	295634	1267137	72282076	2	10211.33056464399	406.63
Montana	Vermont	0.39219462993061194	822	295634	512444	72282076	4	8909.612430940115	2784.65
Montana	Virginia	0.33546090007407425	1432	295634	1043704	72282076	5	18294.41917342339	2413.58
Montana	Washington	1.4432710710566754	11165	295634	1891416	72282076	2	12820.331321775284	222.59
Montana	West Virginia	0.6748175474563377	846	295634	306521	72282076	5	6583.765517302568	2302.77
Montana	Wisconsin	0.44812186378168806	1996	295634	1089032	72282076	3	3417.5216223488405	1214.91
Montana	Wyoming	5.6264263249808115	18626	295634	809400	72282076	1	4616.049158719625	140.63
Nebraska	Alabama	1.0173858618945926	776	293834	187631	72282076	3	12210.666790199057	995.57
Nebraska	Alaska	0.541881521325622	242	293834	109860	72282076	4	4136.932173509398	2502.52
Nebraska	Alberta	0.20316483666575133	1432	293834	1733896	72282076	3	16128.10067811436	NA
Nebraska	Arizona	1.056383985167145	6600	293834	1536918	72282076	2	17192.714594936588	906.45
Nebraska	Arkansas	1.2706911549679585	1443	293834	279354	72282076	2	15547.305736691773	513.35
Nebraska	British Columbia	0.09935669077809552	2331	293834	5771301	72282076	3	15139.197618343544	NA
Nebraska	California	0.7389909267253432	33544	293834	11166172	72282076	3	6264.197495466953	1310.1
Nebraska	Colorado	1.4074592764299128	20032	293834	3501201	72282076	1	18802.574869876014	119.73
Nebraska	Connecticut	0.3783513350217967	1437	293834	934308	72282076	5	18395.072667548076	1883.95
Nebraska	Delaware	0.8534669228259406	906	293834	261138	72282076	5	15282.963258078287	1749.53
Nebraska	District of Columbia	0.8627464957132084	851	293834	242647	72282076	4	10837.34649450044	1595.22
Nebraska	Florida	0.7922131550586073	7887	293834	2449054	72282076	4	2053.601173896312	1374.89
Nebraska	Georgia	1.6060581752344252	4513	293834	691246	72282076	3	4287.8343195832285	1151.32
Nebraska	Hawaii	0.8840155381843088	1654	293834	460261	72282076	NA	8975.942605046943	5430.73
Nebraska	Idaho	0.4536609492233852	587	293834	318299	72282076	2	1989.686469914896	606.3
Nebraska	Illinois	1.1806729630301562	5740	293834	1195944	72282076	2	13064.618519078746	413.41
Nebraska	Indiana	1.0258325698586428	1744	293834	418214	72282076	3	13253.46690191558	680.88
Nebraska	Iowa	5.831998964690235	7005	293834	295474	72282076	1	10649.119029050007	26.69
Nebraska	Kansas	3.440123768308107	3384	293834	241983	72282076	1	12142.307564823555	110.22
Nebraska	Kentucky	1.2140593017306904	1045	293834	211741	72282076	2	16478.78172393344	775.34
Nebraska	Louisiana	0.9978450365143556	1996	293834	492069	72282076	3	14331.190529668287	888.13
Nebraska	Maine	0.43956619429309707	473	293834	264707	72282076	5	3212.2931373454494	2098.25
Nebraska	Manitoba	0.6105890650715797	438	293834	176463	72282076	3	9230.97267801756	NA
Nebraska	Maryland	0.7052954179260102	2862	293834	998222	72282076	4	18398.514384632566	1466.24
Nebraska	Massachusetts	0.25992119402551594	3597	293834	3404296	72282076	5	5306.833186830722	1885.73
Nebraska	Mexico	0.6795929482656297	956	293834	346049	72282076	3	14559.366223257895	NA
Nebraska	Michigan	0.5697302947144949	3364	293834	1452497	72282076	3	19566.493794469097	756.59
Nebraska	Minnesota	1.2382665789143277	12390	293834	2461420	72282076	2	7746.589468250199	122.09
Nebraska	Mississippi	1.2611606924872651	685	293834	133613	72282076	3	1673.784415978251	839.35
Nebraska	Missouri	2.6171143533558356	3573	293834	335845	72282076	1	1983.8553034721083	139.67
Nebraska	Montana	0.5683225576586011	683	293834	295634	72282076	2	10082.650388346512	601.06
Nebraska	Nebraska	60.7803425704046	72600	293834	293834	72282076	0	0	0
Nebraska	Nevada	0.9309913279997073	2781	293834	734825	72282076	3	2515.207108713848	992.67
Nebraska	New Brunswick	0.13749707487423835	98	293834	175332	72282076	5	8896.254400615144	NA
Nebraska	New Hampshire	0.2582734672773665	211	293834	200970	72282076	5	7858.238062950917	1957.6
Nebraska	New Jersey	0.7563887870461473	4304	293834	1399767	72282076	5	14367.24282627204	1724.7
Nebraska	New Mexico	1.0612576249693413	2241	293834	519457	72282076	2	7835.620285713823	593.34
Nebraska	New York	0.5898509638070549	10223	293834	4263484	72282076	4	17497.116482634112	1377.87
Nebraska	Newfoundland and Labrador	0.2656873531869064	44	293834	40739	72282076	5	3304.6449623483063	NA
Nebraska	North Carolina	0.7925678505877833	4709	293834	1461574	72282076	3	2617.9748171670344	1298.89
Nebraska	North Dakota	1.9384730943078834	2625	293834	333118	72282076	2	16436.818512879312	422.69
Nebraska	Nova Scotia	0.1315631535626798	108	293834	201938	72282076	6	7385.446966753517	NA
Nebraska	Ohio	0.9587700091379212	2237	293834	573958	72282076	3	2699.5191836303275	957.35
Nebraska	Oklahoma	1.8298144420328588	1480	293834	198968	72282076	2	8979.338279172081	384.64
Nebraska	Ontario	0.21533696017402051	3541	293834	4045162	72282076	3	13484.749502633262	NA
Nebraska	Oregon	0.6284252763710751	1698	293834	664680	72282076	3	8210.928416904064	1152.33
Nebraska	Pennsylvania	0.6785563678965251	2439	293834	884208	72282076	4	9065.344521459376	1313.76
Nebraska	Prince Edward Island	0.4847651865319179	22	293834	11164	72282076	NA	12532.055476147738	NA
Nebraska	Quebec	0.11244498974699808	715	293834	1564208	72282076	4	1965.982052990812	NA
Nebraska	Rhode Island	0.4198137655388191	778	293834	455881	72282076	6	12337.1366339797	2051.61
Nebraska	Saskatchewan	0.2304078356745065	840	293834	896831	72282076	3	16871.702436211443	NA
Nebraska	South Carolina	0.8665857647748768	1284	293834	364487	72282076	4	11021.064807282728	1344.5
Nebraska	South Dakota	6.393797072756705	2598	293834	99956	72282076	1	12463.453404067075	71.05
Nebraska	Tennessee	1.4239328906322277	2934	293834	506873	72282076	2	3645.953485204012	786.76
Nebraska	Texas	1.1053997054212101	13946	293834	3103551	72282076	3	8368.12501938545	563.31
Nebraska	Utah	1.1201619359351107	5770	293834	1267137	72282076	2	185.9435437580282	518.43
Nebraska	Vermont	0.24338293101008202	507	293834	512444	72282076	5	18324.1982325793	1882.95
Nebraska	Virginia	0.9588091423729039	4068	293834	1043704	72282076	3	10411.533577195733	1281.33
Nebraska	Washington	0.6150505703661013	4729	293834	1891416	72282076	3	14374.319240929675	1170.51
Nebraska	West Virginia	0.7511802917574715	936	293834	306521	72282076	3	6418.255278724404	1190.15
Nebraska	Wisconsin	1.3977781068478707	6188	293834	1089032	72282076	2	10075.629731913192	377.06
Nebraska	Wyoming	0.9148120270111648	3010	293834	809400	72282076	1	14357.790513877544	91.25
Nevada	Alabama	0.9798315113072903	1869	734825	187631	72282076	6	14719.386796113837	2464.79
Nevada	Alaska	1.1066889409679677	1236	734825	109860	72282076	3	6199.177573836862	1825.02
Nevada	Alberta	0.22476988352457866	3962	734825	1733896	72282076	3	15367.499685329196	NA
Nevada	Arizona	1.4141321727328302	22095	734825	1536918	72282076	1	18823.585666854873	126.5
Nevada	Arkansas	0.7130448167967433	2025	734825	279354	72282076	4	15610.65448871322	1852.85
Nevada	British Columbia	0.13788641819072608	8090	734825	5771301	72282076	2	15989.87188555268	NA
Nevada	California	2.056465254104109	233442	734825	11166172	72282076	1	4841.757962630479	46.61
Nevada	Colorado	0.6889184686134396	24521	734825	3501201	72282076	2	18624.084458131223	639.73
Nevada	Connecticut	0.4858792270100578	4615	734825	934308	72282076	7	18131.660809290508	3497.37
Nevada	Delaware	0.6392319338701399	1697	734825	261138	72282076	8	15353.864707213468	3379.22
